Date,Chaine,Ecran,Version,Diff,Heure,GRP,BudgetNet,Format,Avant-Visites,Apres-Visites,TAv,EmAv,TAp,EmAp,DAYPART,weekday_weekend
2014-05-06,Teva,1001,la terrasse,10:01:00,10,"0,15","34,02",20,34,76,AB,DES FLEURS EN HIVER,AB,DES FLEURS EN HIVER,DAY,WD
2014-05-06,M6,1015,la chaussure pour toutes les morpho',10:14:00,10,"0,5","164,16",12,46,132,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-06,PuissanceTNT,1100,la chaussure pour toutes les morpho',10:52:00,10,"0,11","148,77",12,68,112,J,PLUS VITE QUE LA MUSIQUE:CRIS CAB+U,J,A VOS CLIPS+UN DOS TRES:L ART DE LA,DAY,WD
2014-05-06,Teva,1131,effet sculptant,11:09:00,11,"0,09","68,04",20,74,67,AB,PETIT MENSONGE ET GRAND MARIAGE,AB,PETIT MENSONGE ET GRAND MARIAGE,DAY,WD
2014-05-06,M6,1120,la lingerie pour toutes les morpho,11:19:00,11,"0,52","266,76",12,124,148,ACC,LA PETITE MAISON DANS LA PRAIRIE:FA,ACC,LA PETITE MAISON DANS LA PRAIRIE:FA,DAY,WD
2014-05-06,M6,1205,la terrasse,11:40:00,11,"0,77","524,88",20,82,206,ACC,LA PETITE MAISON DANS LA PRAIRIE:FA,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,DAY,WD
2014-05-06,PuissanceTNT,1230,effet sculptant,12:32:00,12,"0,14","233,28",20,112,116,J,TALENT TOUT NEUF:FLORENT MARCHET+UN,AC,GLEE:UNE FILLE AVEC UNE FILLE+UNE N,DAY,WD
2014-05-06,M6,1240,la chaussure pour toutes les morpho',12:39:00,12,"0,72","615,6",12,68,115,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,EBD,PLUS VITE QUE LA MUSIQUE:MILKY CHAN,DAY,WD
2014-05-06,PuissanceTNT,1250,la terrasse,13:11:00,13,"0,14","408,24",20,58,192,AC,GLEE:UNE FILLE AVEC UNE FILLE+UNE N,AC,GLEE:UNE FILLE AVEC UNE FILLE+UNE N,DAY,WD
2014-05-06,M6,1305,la chaussure pour toutes les morpho',13:20:00,13,"2,69","984,96",12,88,293,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-05-06,M6,1340,la chaussure pour toutes les morpho',13:35:00,13,"2,59","872,1",12,62,249,ACB,SCENES DE MENAGES,DG,METEO 6,DAY,WD
2014-05-06,PuissanceTNT,1320,effet sculptant,13:44:00,13,"0,44","539,46",20,94,235,A,LES SIMPSON:LES AQUA-TICS+UNE NOUNO,A,LES SIMPSON:LES AQUA-TICS+UNE NOUNO,DAY,WD
2014-05-06,PuissanceTNT,1350,la terrasse,14:08:00,14,"0,3","503,01",20,96,279,A,LES SIMPSON:MARIAGE PLUS VIEUX MARI,A,LES SIMPSON:MARIAGE PLUS VIEUX MARI,DAY,WD
2014-05-06,M6,1410,effet sculptant,14:19:00,14,"5,31","1312,2",20,74,394,ABF,UNE FAMILLE SUR LES BRAS,ABF,UNE FAMILLE SUR LES BRAS,DAY,WD
2014-05-06,Teva,1421,la lingerie pour toutes les morpho,14:51:00,14,"0,11","50,16",12,66,104,AB,MARIONS-LES !,AB,MARIONS-LES !,DAY,WD
2014-05-06,PuissanceTNT,1500,effet sculptant,15:02:00,15,"0,45","303,264",20,42,238,A,LES SIMPSON:L AMOUR A LA SIMPSON+UN,A,LES SIMPSON:L AMOUR A LA SIMPSON+UN,DAY,WD
2014-05-06,PuissanceTNT,1530,la lingerie pour toutes les morpho,15:35:00,15,"0,45","199,044",12,84,492,A,LES SIMPSON:HOMER L HERETIQUE+UNE N,A,LES SIMPSON:HOMER L HERETIQUE+UNE N,DAY,WD
2014-05-06,M6,1610,la lingerie pour toutes les morpho,16:11:00,16,"3,02","574,56",12,62,259,ACC,HAWTHORNE:LES AVEUX,ACC,HAWTHORNE:LES AVEUX,DAY,WD
2014-05-06,PuissanceTNT,1820,la chaussure pour toutes les morpho',18:27:00,18,"0,4","364,23",12,88,210,J,LES MARSEILLAIS A RIO+CHARMED:LE CO,J,LES MARSEILLAIS A RIO+CHARMED:LE CO,DAY,WD
2014-05-06,M6,1900,la lingerie pour toutes les morpho,18:36:00,18,"3,48","1231,2",12,80,484,CBB,LA MEILLEURE BOULANGERIE DE FRANCE,CBB,LA MEILLEURE BOULANGERIE DE FRANCE,ACCESS,WD
2014-05-06,PuissanceTNT,1850,la terrasse,18:54:00,18,"0,8","699,84",20,108,757,J,LES MARSEILLAIS A RIO+CHARMED:LE CO,J,LES MARSEILLAIS A RIO+CHARMED:LE CO,ACCESS,WD
2014-05-06,M6,1930,la chaussure pour toutes les morpho',19:22:00,19,"2,61","1179,9",12,76,327,DDB,100 POUR 100 MAG:REPORTAGE:ACTU LES,DDB,100 POUR 100 MAG:REPORTAGE:ENQUETE,ACCESS,WD
2014-05-06,PuissanceTNT,2000,la chaussure pour toutes les morpho',19:54:00,19,"0,7","677,16",12,86,293,A,LES SIMPSON:KILL GIL - VOLUMES 1 ET,A,LES SIMPSON:KILL GIL - VOLUMES 1 ET,ACCESS,WD
2014-05-06,M6,2010,la chaussure pour toutes les morpho',20:16:00,20,"8,27","3898,8",12,92,626,DAA,LE 1945:XAVIER DE MOULINS,ACB,SCENES DE MENAGES,ACCESS,WD
2014-05-06,PuissanceTNT,2140,la lingerie pour toutes les morpho,21:14:00,21,"1,2","959,31",12,70,338,J,ENQUETE D ACTION:REPORTAGE:FOURRIER,J,ENQUETE D ACTION:REPORTAGE:FOURRIER,PEAK,WD
2014-05-07,PuissanceTNT,809,effet sculptant,07:46:00,7,"0,29","109,35",20,30,55,CAA,WAKE UP,CAA,WAKE UP,PEAK,WD
2014-05-07,PuissanceTNT,839,la terrasse,08:16:00,8,"0,43","109,35",20,44,54,CAA,WAKE UP,EBD,PLUS VITE QUE LA MUSIQUE:UN DESTIN,DAY,WD
2014-05-07,M6,1015,la chaussure pour toutes les morpho',10:17:00,10,0,"164,16",12,64,140,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-07,M6,1205,la terrasse,11:41:00,11,"0,62","524,88",20,48,190,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,DAY,WD
2014-05-07,PuissanceTNT,1220,la lingerie pour toutes les morpho,11:49:00,11,"0,01","139,536",12,74,124,J,E-CLASSEMENT+UNE NOUNOU D ENFER:FRA,J,E-CLASSEMENT+UNE NOUNOU D ENFER:FRA,DAY,WD
2014-05-07,Teva,1251,la terrasse,12:59:00,12,"0,08","136,08",20,54,94,AB,C UR A SES RAISONS : LE JOURNAL D'U,AB,C UR A SES RAISONS : LE JOURNAL D'U,DAY,WD
2014-05-07,PuissanceTNT,1320,la chaussure pour toutes les morpho',13:41:00,13,"0,19","379,62",12,84,194,A,LES SIMPSON:MARGE RESTE DE GLACE+UN,A,LES SIMPSON:MARGE RESTE DE GLACE+UN,DAY,WD
2014-05-07,M6,1410,la lingerie pour toutes les morpho,14:25:00,14,"3,69","923,4",12,120,348,ABF,PAS MA FILLE - WOLFGANG MURNBERGER,ABF,PAS MA FILLE - WOLFGANG MURNBERGER,DAY,WD
2014-05-07,PuissanceTNT,1420,effet sculptant,14:36:00,14,0,"495,72",20,72,248,A,LES SIMPSON:LES NED ET EDNA UNIS+UN,A,LES SIMPSON:LES NED ET EDNA UNIS+UN,DAY,WD
2014-05-07,M6,1440,effet sculptant,14:56:00,14,"4,04","1224,72",20,70,544,ABF,PAS MA FILLE - WOLFGANG MURNBERGER,ABF,PAS MA FILLE - WOLFGANG MURNBERGER,DAY,WD
2014-05-07,PuissanceTNT,1500,la terrasse,15:11:00,15,0,"303,264",20,82,344,A,LES SIMPSON:L EQUIPE DES NULS+UNE N,A,LES SIMPSON:L EQUIPE DES NULS+UNE N,DAY,WD
2014-05-07,M6,1530,la terrasse,15:38:00,15,"2,79","845,64",20,142,336,EBD,PLUS VITE QUE LA MUSIQUE:CRIS CAB,ACC,HAWTHORNE:L INSTINCT MATERNEL,DAY,WD
2014-05-07,M6,1710,la lingerie pour toutes les morpho,17:23:00,17,"3,73","697,68",12,94,882,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-07,PuissanceTNT,1820,effet sculptant,18:25:00,18,"0,38","517,59",20,76,253,J,LES MARSEILLAIS A RIO+CHARMED:DERNI,J,LES MARSEILLAIS A RIO+CHARMED:DERNI,DAY,WD
2014-05-07,PuissanceTNT,1850,la terrasse,18:58:00,18,"0,7","699,84",20,92,639,J,LES MARSEILLAIS A RIO+CHARMED:DERNI,J,LES MARSEILLAIS A RIO+CHARMED:DERNI,ACCESS,WD
2014-05-07,M6,1930,la lingerie pour toutes les morpho,19:22:00,19,"2,77","1179,9",12,64,427,DDB,100 POUR 100 MAG:REPORTAGE:100 POUR,DDB,100 POUR 100 MAG:REPORTAGE:ACTU L I,ACCESS,WD
2014-05-07,Teva,1851,la terrasse,19:33:00,19,"0,08","170,1",20,108,113,AC,THE GOOD WIFE,AC,THE GOOD WIFE,ACCESS,WD
2014-05-07,PuissanceTNT,2050,la chaussure pour toutes les morpho',20:48:00,20,"0,8","625,86",12,48,194,J,METEO W9+CHARMED:UNE NOUVELLE VIE,J,MICHELE LAROQUE MON BRILLANTISSIME,ACCESS,WD
2014-05-07,Teva,2141,la lingerie pour toutes les morpho,21:16:00,21,"0,11","118,56",12,84,115,AB,AMOUR EN 8 LECONS (L'),AB,AMOUR EN 8 LECONS (L'),PEAK,WD
2014-05-07,M6,2160,la lingerie pour toutes les morpho,21:52:00,21,"3,31",3078,12,66,632,CBB,PEKIN EXPRESS:A LA DECOUVERTE DES M,CBB,PEKIN EXPRESS:A LA DECOUVERTE DES M,PEAK,WD
2014-05-07,PuissanceTNT,2360,la lingerie pour toutes les morpho,23:41:00,23,"0,92","359,1",12,32,268,J,MICHAEL GREGORIO PIRATE LES CHANTEU,J,MICHAEL GREGORIO PIRATE LES CHANTEU,PEAK,WD
2014-05-08,PuissanceTNT,809,effet sculptant,07:43:00,7,0,"109,35",20,16,43,EBN,QUOI DE NEUF - W9,EBD,PLUS VITE QUE LA MUSIQUE:CRIS CAB,NIGHT,WD
2014-05-08,PuissanceTNT,930,la lingerie pour toutes les morpho,09:21:00,9,"0,85","159,03",12,50,132,J,GENERATION HIT MACHINE:2003 - VOL.2,J,GENERATION HIT MACHINE:2003 - VOL.2,DAY,WD
2014-05-08,Teva,931,la lingerie pour toutes les morpho,09:29:00,9,"0,1","26,22",12,56,72,AB,MARIAGE A L'ESSAI,AB,MARIAGE A L'ESSAI,DAY,WD
2014-05-08,M6,950,la chaussure pour toutes les morpho',10:00:00,10,"0,01","41,04",12,66,77,DG,METEO 6,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-08,M6,1015,la chaussure pour toutes les morpho',10:18:00,10,"0,17","164,16",12,68,196,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-08,Teva,1131,effet sculptant,11:08:00,11,"0,08","63,18",20,66,81,AB,"MON MARI, MON ENNEMI",AB,"MON MARI, MON ENNEMI",DAY,WD
2014-05-08,M6,1120,la lingerie pour toutes les morpho,11:19:00,11,"0,65","266,76",12,72,170,ACC,LA PETITE MAISON DANS LA PRAIRIE:TR,ACC,LA PETITE MAISON DANS LA PRAIRIE:TR,DAY,WD
2014-05-08,M6,1205,la lingerie pour toutes les morpho,11:40:00,11,"0,63","369,36",12,72,237,ACC,LA PETITE MAISON DANS LA PRAIRIE:TR,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,DAY,WD
2014-05-08,PuissanceTNT,1220,la chaussure pour toutes les morpho',11:46:00,11,"0,89","139,536",12,98,173,J,GENERATION TOP 50:1990 - VOL.2+UNE,J,GENERATION TOP 50:1990 - VOL.2+UNE,DAY,WD
2014-05-08,M6,1240,la lingerie pour toutes les morpho,12:40:00,12,"1,05","615,6",12,84,159,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,EBD,PLUS VITE QUE LA MUSIQUE:MILKY CHAN,DAY,WD
2014-05-08,PuissanceTNT,1250,effet sculptant,13:09:00,13,"0,44","408,24",20,48,319,A,LES SIMPSON:TOUS LES 8 ANS+UNE NOUN,A,LES SIMPSON:TOUS LES 8 ANS+UNE NOUN,DAY,WD
2014-05-08,M6,1340,effet sculptant,13:58:00,13,"2,77","1239,3",20,90,491,ACB,SCENES DE MENAGES,DG,METEO 6,DAY,WD
2014-05-08,Teva,1421,,14:21:00,14,"0,11","82,62",20,190,95,EA,MAISON A VENDRE,EA,MAISON A VENDRE,DAY,WD
2014-05-08,PuissanceTNT,1420,la chaussure pour toutes les morpho',14:32:00,14,0,"348,84",12,60,292,A,LES SIMPSON:LE MONORAIL+UNE NOUNOU,A,LES SIMPSON:LE MONORAIL+UNE NOUNOU,DAY,WD
2014-05-08,Teva,1341,effet sculptant,14:56:00,14,"0,15","134,46",20,86,142,EA,MAISON A VENDRE,EA,MAISON A VENDRE,DAY,WD
2014-05-08,PuissanceTNT,1500,la lingerie pour toutes les morpho,15:04:00,15,"0,11","213,408",12,48,284,A,LES SIMPSON:NE LUI JETEZ PAS LA PRE,A,LES SIMPSON:NE LUI JETEZ PAS LA PRE,DAY,WD
2014-05-08,PuissanceTNT,1530,effet sculptant,15:26:00,15,0,"282,852",20,124,379,A,LES SIMPSON:LE CHOIX DE SELMA+UNE N,A,LES SIMPSON:LE CHOIX DE SELMA+UNE N,DAY,WD
2014-05-08,Teva,1511,la terrasse,15:57:00,15,"0,09","76,14",20,74,196,EA,RECHERCHE APPARTEMENT OU MAISON,EA,RECHERCHE APPARTEMENT OU MAISON,DAY,WD
2014-05-08,M6,1610,la lingerie pour toutes les morpho,16:14:00,16,"1,07","523,26",12,86,347,AAA,QUATRE MARIAGES ET UN ENTERREMENT,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-08,M6,1640,la terrasse,16:45:00,16,"1,97","743,58",20,112,1325,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-08,M6,1710,effet sculptant,17:14:00,17,"3,43","991,44",20,156,1391,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-08,Teva,1741,la terrasse,17:31:00,17,"0,03","63,18",20,222,262,EA,RECHERCHE APPARTEMENT OU MAISON,AC,THE GOOD WIFE,DAY,WD
2014-05-08,PuissanceTNT,1820,la terrasse,18:28:00,18,"0,32","503,01",20,110,414,J,LES MARSEILLAIS A RIO+CHARMED:UNE N,J,LES MARSEILLAIS A RIO+CHARMED:UNE N,DAY,WD
2014-05-08,Teva,1851,la chaussure pour toutes les morpho',19:32:00,19,"0,07","135,66",12,114,146,AC,THE GOOD WIFE,AC,THE GOOD WIFE,ACCESS,WD
2014-05-08,M6,1940,la chaussure pour toutes les morpho',19:39:00,19,"2,73","1415,88",12,112,545,EBJ,DES INVENTIONS ET DES HOMMES:HERVE,DG,METEO 6,ACCESS,WD
2014-05-08,Teva,2141,,21:41:00,21,"0,15","180,12",12,86,99,AA,BABE : LE COCHON DEVENU BERGER,AA,BABE : LE COCHON DEVENU BERGER,ACCESS,WD
2014-05-09,PuissanceTNT,809,effet sculptant,07:40:00,7,"0,22","109,35",20,20,36,CAA,WAKE UP,CAA,WAKE UP,PEAK,WD
2014-05-09,PuissanceTNT,839,la chaussure pour toutes les morpho',08:11:00,8,"0,13","76,95",12,30,41,CAA,WAKE UP,EBD,PLUS VITE QUE LA MUSIQUE:UN DESTIN,DAY,WD
2014-05-09,PuissanceTNT,930,la chaussure pour toutes les morpho',09:22:00,9,"0,01","159,03",12,42,90,J,W9 HITS+HIGH SCHOOL MUSICAL 2,J,W9 HITS+HIGH SCHOOL MUSICAL 2,DAY,WD
2014-05-09,M6,1015,la chaussure pour toutes les morpho',10:12:00,10,"0,1","164,16",12,56,145,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-09,M6,1120,la lingerie pour toutes les morpho,11:20:00,11,"0,02","266,76",12,52,167,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,DAY,WD
2014-05-09,M6,1205,la terrasse,11:41:00,11,"0,21","524,88",20,80,176,ACC,LA PETITE MAISON DANS LA PRAIRIE:LE,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,DAY,WD
2014-05-09,M6,1230,la lingerie pour toutes les morpho,12:25:00,12,"0,56","646,38",12,54,148,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,DAY,WD
2014-05-09,PuissanceTNT,1230,la terrasse,12:32:00,12,"0,05","218,7",20,66,158,J,TALENT TOUT NEUF:FRANCK MONNET+UNE,AC,GLEE:FAUSSES NOTES+UNE NOUNOU D ENF,DAY,WD
2014-05-09,M6,1240,la chaussure pour toutes les morpho',12:38:00,12,"0,23","615,6",12,80,133,ACC,LA PETITE MAISON DANS LA PRAIRIE:L,EBD,PLUS VITE QUE LA MUSIQUE:CRIS CAB,DAY,WD
2014-05-09,Teva,1251,effet sculptant,12:53:00,12,"0,09","163,62",20,62,82,AB,A QUOI PENSENT LES HOMMES ?,AB,A QUOI PENSENT LES HOMMES ?,DAY,WD
2014-05-09,PuissanceTNT,1250,effet sculptant,13:17:00,13,"0,19","408,24",20,72,179,AC,GLEE:FAUSSES NOTES+UNE NOUNOU D ENF,AC,GLEE:FAUSSES NOTES+UNE NOUNOU D ENF,DAY,WD
2014-05-09,M6,1305,effet sculptant,13:29:00,13,"2,56","1399,68",20,74,352,ACB,SCENES DE MENAGES,ACB,SCENES DE MENAGES,DAY,WD
2014-05-09,M6,1340,la lingerie pour toutes les morpho,13:51:00,13,"2,48","1005,48",12,150,432,ACB,SCENES DE MENAGES,DG,METEO 6,DAY,WD
2014-05-09,PuissanceTNT,1420,effet sculptant,14:38:00,14,"0,27","495,72",20,130,236,A,LES SIMPSON:LE PREMIER MOT DE LISA+,A,LES SIMPSON:LE PREMIER MOT DE LISA+,DAY,WD
2014-05-09,M6,1440,la lingerie pour toutes les morpho,14:55:00,14,"3,25","820,8",12,104,618,AAF,IN HER SHOES,AAF,IN HER SHOES,DAY,WD
2014-05-09,PuissanceTNT,1500,la terrasse,15:12:00,15,"0,36","303,264",20,76,297,A,LES SIMPSON:PERVERS HOMER+UNE NOUNO,A,LES SIMPSON:PERVERS HOMER+UNE NOUNO,DAY,WD
2014-05-09,M6,1610,la lingerie pour toutes les morpho,16:17:00,16,"1,32","564,3",12,126,355,AAF,IN HER SHOES,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-09,M6,1710,la lingerie pour toutes les morpho,17:15:00,17,"2,64","697,68",12,128,917,CBB,LES REINES DU SHOPPING,CBB,LES REINES DU SHOPPING,DAY,WD
2014-05-09,Teva,1741,,17:41:00,17,"0,02","61,56",20,106,93,AC,THE GOOD WIFE,AC,THE GOOD WIFE,DAY,WD
2014-05-09,PuissanceTNT,1820,effet sculptant,18:27:00,18,"0,23","503,01",20,106,242,J,LES MARSEILLAIS A RIO+CHARMED:AU-DE,J,LES MARSEILLAIS A RIO+CHARMED:AU-DE,DAY,WD
2014-05-09,PuissanceTNT,1850,la lingerie pour toutes les morpho,18:58:00,18,"0,57","471,96",12,96,489,J,LES MARSEILLAIS A RIO+CHARMED:AU-DE,J,LES MARSEILLAIS A RIO+CHARMED:AU-DE,ACCESS,WD
2014-05-09,M6,1930,effet sculptant,19:21:00,19,"1,83","1676,7",20,104,424,DDB,100 POUR 100 MAG:REPORTAGE:100 POUR,DDB,100 POUR 100 MAG:REPORTAGE:PALACES,ACCESS,WD
2014-05-09,PuissanceTNT,1910,la chaussure pour toutes les morpho',19:30:00,19,1,"641,25",12,108,381,J,LES MARSEILLAIS A RIO+CHARMED:L ELU,J,LES MARSEILLAIS A RIO+CHARMED:L ELU,ACCESS,WD
2014-05-09,Teva,1851,la chaussure pour toutes les morpho',19:38:00,19,"0,08","120,84",12,112,154,AC,THE GOOD WIFE,AC,THE GOOD WIFE,ACCESS,WD
2014-05-09,M6,2005,la chaussure pour toutes les morpho',20:12:00,20,"7,1","3693,6",12,76,449,DAA,LE 1945:KARELLE TERNIER,ACB,SCENES DE MENAGES,ACCESS,WD
2014-05-09,Teva,2051,la lingerie pour toutes les morpho,20:38:00,20,"0,11","87,78",12,80,71,AA,CONSTANCE OU LA GUEULE DE L'EMPLOI,EA,"MAMAN, JE ME MARIE !",PEAK,WD
2014-05-10,PuissanceTNT,809,la chaussure pour toutes les morpho',08:15:00,8,"0,15","46,17",12,22,46,EBD,A VOS CLIPS,EBD,A VOS CLIPS,PEAK,WE
2014-05-10,PuissanceTNT,839,la terrasse,08:35:00,8,"0,11","131,22",20,28,56,EBD,A VOS CLIPS,EBD,PLUS VITE QUE LA MUSIQUE:MILKY CHAN,DAY,WE
2014-05-10,M6,1040,la chaussure pour toutes les morpho',10:48:00,10,"0,08","61,56",12,60,105,EBD,PLUS VITE QUE LA MUSIQUE:CRIS CAB,ACB,NEW GIRL:RECHERCHE VALENTIN DESESPE,DAY,WE
2014-05-10,PuissanceTNT,1130,effet sculptant,11:28:00,11,0,"269,73",20,68,135,J,GENERATION TOP 50:1990 - VOL.2+CHAR,J,GENERATION HIT MACHINE:1995+CHARMED,DAY,WE
2014-05-10,M6,1120,la terrasse,11:36:00,11,0,"349,92",20,60,255,ACB,NEW GIRL:LE SENS CACHE DU CACTUS,ACB,NEW GIRL:LE SENS CACHE DU CACTUS,DAY,WE
2014-05-10,M6,1150,la chaussure pour toutes les morpho',11:51:00,11,"0,26","307,8",12,78,221,ACB,NEW GIRL:LA BOULE D ANGOISSE,ACB,NEW GIRL:LA BOULE D ANGOISSE,DAY,WE
2014-05-10,PuissanceTNT,1200,la terrasse,12:05:00,12,0,"269,73",20,58,169,J,GENERATION HIT MACHINE:1995+CHARMED,J,GENERATION HIT MACHINE:1995+CHARMED,DAY,WE
2014-05-10,M6,1205,la lingerie pour toutes les morpho,12:28:00,12,"0,44","389,88",12,54,232,ACB,NEW GIRL:PEACE AND LOVE,ACB,NEW GIRL:PEACE AND LOVE,DAY,WE
2014-05-10,M6,1350,effet sculptant,13:27:00,13,"1,02","1195,56",20,48,349,DDB,13.00:REPORTAGE:OUT OF AFRICA EN AU,DDB,13.00:REPORTAGE:OUT OF AFRICA EN AU,DAY,WE
2014-05-10,Teva,1341,la lingerie pour toutes les morpho,13:49:00,13,"0,09","61,56",12,62,111,EB,MAGNIFIQUE BY CRISTINA,EB,MAGNIFIQUE BY CRISTINA,DAY,WE
2014-05-10,Teva,1351,effet sculptant,14:22:00,14,"0,12","92,34",20,54,105,E,GATEAU DE MES REVES (LE),E,GATEAU DE MES REVES (LE),DAY,WE
2014-05-10,M6,1440,la chaussure pour toutes les morpho',14:34:00,14,"0,82","800,28",12,78,361,EAJ,CAUCHEMAR EN CUISINE:PEYRUIS,EAJ,CAUCHEMAR EN CUISINE:PEYRUIS,DAY,WE
2014-05-10,Teva,1441,la chaussure pour toutes les morpho',14:57:00,14,"0,13","58,14",12,70,74,EB,TEVA DECO,EB,TEVA DECO,DAY,WE
2014-05-10,M6,1510,la terrasse,15:09:00,15,"1,73","1137,24",20,142,652,EAJ,CAUCHEMAR EN CUISINE:PEYRUIS,EAJ,CAUCHEMAR EN CUISINE:PEYRUIS,DAY,WE
2014-05-10,Teva,1531,la terrasse,15:47:00,15,"0,12","69,66",20,72,106,EB,DOSSIERS DE TEVA (LES),EB,DOSSIERS DE TEVA (LES),DAY,WE
2014-05-10,M6,1640,la lingerie pour toutes les morpho,16:14:00,16,"2,06","666,9",12,104,362,EAJ,CAUCHEMAR EN CUISINE QUE SONT-ILS D,EAJ,CAUCHEMAR EN CUISINE QUE SONT-ILS D,DAY,WE
2014-05-10,Teva,1541,la chaussure pour toutes les morpho',16:27:00,16,"0,12","49,02",12,98,69,EB,DOSSIERS DE TEVA (LES),EB,DOSSIERS DE TEVA (LES),DAY,WE
2014-05-10,M6,1710,la chaussure pour toutes les morpho',16:41:00,16,"1,62","666,9",12,104,358,EAJ,CAUCHEMAR EN CUISINE QUE SONT-ILS D,EAJ,CAUCHEMAR EN CUISINE QUE SONT-ILS D,DAY,WE
2014-05-10,PuissanceTNT,1850,effet sculptant,18:34:00,18,"0,37","925,83",20,82,387,A,SODA+LES AVENTURES DE TINTIN:COKE E,A,SODA+LES AVENTURES DE TINTIN:COKE E,DAY,WE
2014-05-10,Teva,1851,la terrasse,18:45:00,18,"0,07","129,6",20,114,125,C,TOP COIFFURE,C,TOP COIFFURE,ACCESS,WE
2014-05-10,Teva,1921,la chaussure pour toutes les morpho',19:33:00,19,"0,08","95,76",12,72,121,C,TOP COIFFURE,C,TOP COIFFURE,ACCESS,WE
2014-05-10,PuissanceTNT,2000,la chaussure pour toutes les morpho',20:00:00,20,"0,44","795,15",12,72,188,J,TALENT TOUT NEUF:FRANCK MONNET+LES,AAM,LES SIMPSON:24 MINUTES+LES AVENTURE,ACCESS,WE
2014-05-10,M6,2005,la lingerie pour toutes les morpho,20:11:00,20,"6,54",2565,12,50,599,DAA,LE 1945:KARELLE TERNIER,ACB,SCENES DE MENAGES,PEAK,WE
2014-05-10,M6,2035,effet sculptant 12,20:46:00,20,"7,43","3180,6",12,100,557,ACB,SCENES DE MENAGES,EBN,LA MINUTE BIO,PEAK,WE
2014-05-10,M6,2160,la chaussure pour toutes les morpho',21:57:00,21,"6,45","1949,4",12,80,715,ACA,HAWAII 5-0:MA EMA E,ACA,HAWAII 5-0:MA EMA E,PEAK,WE
2014-05-10,M6,2170,la lingerie pour toutes les morpho,22:26:00,22,"5,77","1846,8",12,100,724,ACA,HAWAII 5-0:MA EMA E,ACA,HAWAII 5-0:MA EMA E,PEAK,WE
2014-05-11,PuissanceTNT,809,la terrasse,07:52:00,7,"0,12","65,61",20,32,30,EBD,E-CLASSEMENT,EBD,E-CLASSEMENT,NIGHT,WE
2014-05-11,Teva,1001,effet sculptant,09:45:00,9,"0,18","150,66",20,52,96,EA,MAISON A VENDRE,EA,MAISON A VENDRE,DAY,WE
2014-05-11,Teva,1011,la lingerie pour toutes les morpho,10:01:00,10,"0,18","106,02",12,76,94,EA,MAISON A VENDRE,EB,MAGNIFIQUE BY CRISTINA,DAY,WE
2014-05-11,Teva,1051,la chaussure pour toutes les morpho',10:25:00,10,"0,17","107,16",12,80,114,EB,MAGNIFIQUE BY CRISTINA,EB,MAGNIFIQUE BY CRISTINA,DAY,WE
2014-05-11,M6,1040,la terrasse,10:31:00,10,"0,42","247,86",20,84,238,ACB,MALCOLM:PANIQUE AU PIQUE-NIQUE,ACB,MALCOLM:PANIQUE AU PIQUE-NIQUE,DAY,WE
2014-05-11,Teva,1121,la terrasse,11:25:00,11,"0,15","126,36",20,72,92,EB,TEVA DECO,EB,TEVA DECO,DAY,WE
2014-05-11,Teva,1151,effet sculptant,11:49:00,11,"0,11","84,24",20,82,105,C,LOOK & VOUS,EB,LA PEOPLE WEEK,DAY,WE
2014-05-11,Teva,1221,,12:21:00,12,"0,08","56,7",20,82,70,EB,LA PEOPLE WEEK,EB,LA PEOPLE WEEK,DAY,WE
2014-05-11,M6,1310,la lingerie pour toutes les morpho,13:05:00,13,"3,52","718,2",12,76,385,DAA,LE 1245:KARELLE TERNIER,EAJ,MAISON A VENDRE,DAY,WE
