"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","crea","screen","budgetbrut","budgetnet","grp","grpref","tav","tavtap","emav","emap","month","dayofweek","consumption","nthweek","Holidays","CntToHolidays","CntAfterHolidays","visitByhour","cumGrp","cumGrpRef","cumGrpTotal","cumGrpRefTotal"
18,"17/02/2014",13,"WD",12,"Teva","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1801,427.5,85.5,0.01,0.06,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,67827,8,"0","73","47",0.0860026658,82.23,43.42,1056.28,632.15
18,"17/02/2014",26,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1821,319.2,63.84,0.2,0.11,"ACC",1,"CODE QUANTUM:AU DOUZIEME COUP DE MI","CODE QUANTUM:AU DOUZIEME COUP DE MI",2,2,67827,8,"0","73","47",0.0860026658,82.43,43.53,1056.48,632.26
18,"17/02/2014",501,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1900,6270,1128.6,4.41,2.21,"CBA",1,"UN DINER PRESQUE PARFAIT:SPECIALE D","UN DINER PRESQUE PARFAIT:SPECIALE D",2,2,72663,8,"0","73","47",0.0860026658,86.84,45.74,1060.89,634.47
18,"17/02/2014",61,"WD",12,"Teva","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1841,524.4,104.88,0,0.07,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,72663,8,"0","73","47",0.0860026658,86.84,45.81,1060.89,634.54
19,"17/02/2014",5,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1841,359.1,71.82,0.19,0.11,"ACC",1,"CODE QUANTUM:NUIT MAGIQUE - 21 MAI","CODE QUANTUM:NUIT MAGIQUE - 21 MAI",2,2,72591,8,"0","73","47",0.0653886013,87.03,45.92,1061.08,634.65
19,"17/02/2014",521,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1930,7410,1333.8,4.14,1.96,"DDB",1,"100 POUR 100 MAG:REPORTAGE:100 POUR","100 POUR 100 MAG:REPORTAGE:ACTU MIC",2,2,72591,8,"0","73","47",0.0653886013,91.17,47.88,1065.22,636.61
19,"17/02/2014",-27,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1921,324.9,64.98,0.13,0.08,"ACC",0,"CODE QUANTUM:NUIT MAGIQUE - 21 MAI","KAAMELOTT:DINER DANSANT",2,2,71169,8,"0","73","47",0.0653886013,91.3,47.96,1065.35,636.69
19,"17/02/2014",35,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1951,393.3,78.66,0.09,0.1,"ACB",1,"KAAMELOTT:LA RETRAITE","KAAMELOTT:ARTHUR ET LES TENEBRES",2,2,71169,8,"0","73","47",0.0653886013,91.39,48.06,1065.44,636.79
20,"17/02/2014",992,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2010,23940,4309.2,9.03,5.64,"DAA",0,"LE 1945:XAVIER DE MOULINS","SCENES DE MENAGES",2,2,68791,8,"0","73","47",0.0824777966,100.42,53.7,1074.47,642.43
20,"17/02/2014",-56,"WD",12,"Teva","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",1941,592.8,118.56,0.01,0.09,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,68791,8,"0","73","47",0.0824777966,100.43,53.79,1074.48,642.52
20,"17/02/2014",1067,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2045,22800,4104,5.82,4.14,"EBD",0,"PLUS VITE QUE LA MUSIQUE:DESTIN HOR","TOP CHEF - M6 -",2,2,66893,8,"0","73","47",0.0824777966,106.25,57.93,1080.3,646.66
21,"17/02/2014",21,"WD",12,"ParisPremiere","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2121,461.7,92.34,0.12,0.16,"EAG",1,"LE DERNIER JOUR DE POMPEI","LE DERNIER JOUR DE POMPEI",2,2,64637,8,"0","73","47",0.061608583,106.37,58.09,1080.42,646.82
21,"17/02/2014",63,"WD",12,"Teva","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2141,1020.3,204.06,0.28,0.18,"AA",1,"BLEU D'ENFER","BLEU D'ENFER",2,2,63205,8,"0","73","47",0.061608583,106.65,58.27,1080.7,647
22,"17/02/2014",56,"WD",12,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2151,877.8,175.56,0.29,0.16,"AA",1,"BLEU D'ENFER","BLEU D'ENFER",2,2,63602,8,"0","73","47",0.0591018252,106.94,58.43,1080.99,647.16
23,"17/02/2014",-15,"WD",20,"ParisPremiere","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2351,550.8,110.16,0.1,0.08,"ACC",1,"SPARTACUS LES DIEUX DE L ARENE:UN L","SPARTACUS LES DIEUX DE L ARENE:UN L",2,2,65309,8,"0","73","47",0.0289851111,279.44,169.4,1081.09,647.24
0,"17/02/2014",244,"WD",20,"M6","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2370,2916,524.88,0.8,0.62,"EBL",1,"NORBERT ET JEAN LE DEFI","NORBERT ET JEAN LE DEFI",2,3,60811,8,"0","73","47",0.0122894087,280.24,170.02,1081.89,647.86
8,"18/02/2014",-11,"WD",20,"SerieClub","DAY","version de base",851,73,14.6,0.05,0.02,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,3,74179,8,"0","72","48",0.0269687699,26.34,12.41,1081.94,647.88
10,"18/02/2014",521,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1015,1458,262.44,0.08,0.13,"CBB",1,"LES REINES DU SHOPPING","LES REINES DU SHOPPING",2,3,73696,8,"0","72","48",0.0484286373,280.32,170.15,1082.02,648.01
11,"18/02/2014",65,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1131,510.3,102.06,0.03,0.06,"AB",1,"PETITE FILLE AUX MIRACLES (LA)","PETITE FILLE AUX MIRACLES (LA)",2,3,73913,8,"0","72","48",0.0502842677,280.35,170.21,1082.05,648.07
11,"18/02/2014",185,"WD",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1120,1539,277.02,0.54,0.29,"ACB",1,"DROP DEAD DIVA:COUP DE GRACE","DROP DEAD DIVA:COUP DE GRACE",2,3,73913,8,"0","72","48",0.0502842677,107.48,58.72,1082.59,648.36
12,"18/02/2014",566,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1230,5670,1020.6,0.9,0.79,"ACB",1,"DROP DEAD DIVA:PAR PROCURATION","DROP DEAD DIVA:PAR PROCURATION",2,3,72477,8,"0","72","48",0.0437506265,267.95,166.05,1083.49,649.15
12,"18/02/2014",456,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1250,4860,874.8,1.61,0.93,"EBL",0,"LA MINUTE NUTRITION","METEO 6",2,3,72685,8,"0","72","48",0.0437506265,281.96,171.14,1085.1,650.08
13,"18/02/2014",49,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1301,1352.7,270.54,0.05,0.17,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,71325,8,"0","72","48",0.057276846,268,166.22,1085.15,650.25
13,"18/02/2014",490,"WD",20,"M6","DAY","COEUR DES FEMMES 20'' v2",1305,6966,1253.88,2.54,1.17,"ACB",1,"SCENES DE MENAGES","SCENES DE MENAGES",2,3,71325,8,"0","72","48",0.057276846,78.71,41.67,1087.69,651.42
13,"18/02/2014",115,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1321,1206.9,241.38,0.06,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,3,70617,8,"0","72","48",0.057276846,282.02,171.29,1087.75,651.57
14,"18/02/2014",-35,"WD",20,"SerieClub","DAY","version de base",1401,138,27.6,0.06,0.02,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,3,69980,8,"0","72","48",0.0694229404,26.4,12.43,1087.81,651.59
14,"18/02/2014",46,"WD",20,"ParisPremiere","DAY","COEUR DES FEMMES 20'' v2",1411,324,64.8,0.29,0.12,"AC",1,"AMICALEMENT VOTRE","AMICALEMENT VOTRE",2,3,69980,8,"0","72","48",0.0694229404,79,41.79,1088.1,651.71
14,"18/02/2014",-16,"WD",20,"SerieClub","DAY","version de base",1451,178,35.6,0.08,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,3,68459,8,"0","72","48",0.0694229404,26.48,12.46,1088.18,651.74
14,"18/02/2014",971,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1440,6156,1108.08,4.15,1.67,"ABA",1,"LA GUERRE DES COOKIES","LA GUERRE DES COOKIES",2,3,68459,8,"0","72","48",0.0694229404,286.17,172.96,1092.33,653.41
15,"18/02/2014",4,"WD",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1511,347.7,69.54,0.08,0.07,"AB",1,"AU COEUR DU HARAS","AU COEUR DU HARAS",2,3,67352,8,"0","72","48",0.0693848337,107.56,58.79,1092.41,653.48
15,"18/02/2014",-268,"WD",12,"SerieClub","DAY","version de base",1601,160,32,0.17,0.04,"AC",1,"PREUVE A L'APPUI","NEW YORK 911",2,3,66812,8,"0","72","48",0.0693848337,26.65,12.5,1092.58,653.52
16,"18/02/2014",-2,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1611,413.1,82.62,0.09,0.06,"AB",1,"ENFER A DOMICILE (L')","ENFER A DOMICILE (L')",2,3,66288,8,"0","72","48",0.0745623736,286.26,173.02,1092.67,653.58
16,"18/02/2014",18,"WD",20,"SerieClub","DAY","version de base",1701,154,30.8,0.11,0.04,"AC",1,"NEW YORK 911","NEW YORK 911",2,3,66288,8,"0","72","48",0.0745623736,26.76,12.54,1092.78,653.62
17,"18/02/2014",-17,"WD",20,"SerieClub","DAY","version de base",1741,211,42.2,0.14,0.05,"AC",1,"NEW YORK 911","NEW YORK 911",2,3,67946,8,"0","72","48",0.088854869,26.9,12.59,1092.92,653.67
17,"18/02/2014",8,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1731,332.1,66.42,0,0.05,"AA",0,"UN GARS, UNE FILLE (EPISODES)","DESPERATE HOUSEWIVES",2,3,67946,8,"0","72","48",0.088854869,268,166.27,1092.92,653.72
18,"18/02/2014",22,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1821,228,45.6,0.15,0.08,"AC",1,"CODE QUANTUM","CODE QUANTUM",2,3,71069,8,"0","72","48",0.0860026658,107.71,58.87,1093.07,653.8
19,"18/02/2014",12,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1841,199.5,39.9,0.16,0.08,"AC",1,"CODE QUANTUM","CODE QUANTUM",2,3,74557,8,"0","72","48",0.0653886013,107.87,58.95,1093.23,653.88
19,"18/02/2014",371,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1930,7410,1333.8,3.69,2.14,"DDB",1,"100 POUR 100 MAG:REPORTAGE:100 POUR","100 POUR 100 MAG:REPORTAGE:ACTU ELI",2,3,74557,8,"0","72","48",0.0653886013,111.56,61.09,1096.92,656.02
19,"18/02/2014",3,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1921,307.8,61.56,0.14,0.1,"AC",0,"CODE QUANTUM","KAAMELOTT",2,3,74557,8,"0","72","48",0.0653886013,111.7,61.19,1097.06,656.12
19,"18/02/2014",12,"WD",12,"SerieClub","ACCESS","version de base",1941,211,42.2,0.1,0.05,"AC",1,"STARGATE SG-1","STARGATE SG-1",2,3,72916,8,"0","72","48",0.0653886013,27,12.64,1097.16,656.17
20,"18/02/2014",990,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2005,23940,4309.2,9.13,5.63,"DAA",0,"LE 1945:XAVIER DE MOULINS","SCENES DE MENAGES",2,3,70476,8,"0","72","48",0.0824777966,120.83,66.82,1106.29,661.8
20,"18/02/2014",0,"WD",12,"SerieClub","PEAK","version de base",2051,188,37.6,0.08,0.05,"AC",1,"STARGATE SG-1","STARGATE SG-1",2,3,67907,8,"0","72","48",0.0824777966,27.08,12.69,1106.37,661.85
21,"18/02/2014",25,"WD",20,"ParisPremiere","PEAK","COEUR DES FEMMES 20'' v2",2211,769.5,153.9,0.38,0.19,"AA",1,"CRI DU CORMORAN LE SOIR AU DESSUS D","CRI DU CORMORAN LE SOIR AU DESSUS D",2,3,64186,8,"0","72","48",0.061608583,79.38,41.98,1106.75,662.04
21,"18/02/2014",70,"WD",12,"Teva","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2151,1464.9,292.98,0.19,0.2,"AC",1,"DROP DEAD DIVA","DROP DEAD DIVA",2,3,64186,8,"0","72","48",0.061608583,121.02,67.02,1106.94,662.24
22,"18/02/2014",5,"WD",12,"ParisPremiere","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2221,438.9,87.78,0.32,0.17,"AA",1,"FAUT PAS PRENDRE LES ENFANTS DU BON","FAUT PAS PRENDRE LES ENFANTS DU BON",2,3,64216,8,"0","72","48",0.0591018252,121.34,67.19,1107.26,662.41
22,"18/02/2014",914,"WD",12,"M6","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2160,17100,3078,4.3,3.78,"AAC",1,"LES AVENTURIERS DE L ARCHE PERDUE","LES AVENTURIERS DE L ARCHE PERDUE",2,3,66686,8,"0","72","48",0.0591018252,125.64,70.97,1111.56,666.19
22,"18/02/2014",-11,"WD",20,"ParisPremiere","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2251,672.3,134.46,0.25,0.14,"AA",1,"FAUT PAS PRENDRE LES ENFANTS DU BON","FAUT PAS PRENDRE LES ENFANTS DU BON",2,3,66686,8,"0","72","48",0.0591018252,286.51,173.16,1111.81,666.33
22,"18/02/2014",63,"WD",12,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2251,849.3,169.86,0.09,0.15,"AC",1,"DROP DEAD DIVA","DROP DEAD DIVA",2,3,66686,8,"0","72","48",0.0591018252,125.73,71.12,1111.9,666.48
23,"18/02/2014",-7,"WD",12,"SerieClub","NIGHT","version de base",2251,154,30.8,0.08,0.04,"AC",1,"STARGATE SG-1","STARGATE SG-1",2,3,65673,8,"0","72","48",0.0289851111,27.16,12.73,1111.98,666.52
0,"18/02/2014",177,"WD",12,"M6","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2370,3192,574.56,1.41,1.14,"AAB",1,"BAD BOYS II","BAD BOYS II",2,4,63725,8,"0","72","48",0.0122894087,127.14,72.26,1113.39,667.66
8,"19/02/2014",-20,"WD",20,"SerieClub","DAY","version de base",851,57,11.4,0.03,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,4,72052,8,"0","71","49",0.0269687699,27.19,12.74,1113.42,667.67
9,"19/02/2014",-3,"WD",20,"SerieClub","DAY","version de base",951,105,21,0.06,0.02,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,4,72594,8,"0","71","49",0.0381771083,27.25,12.76,1113.48,667.69
11,"19/02/2014",27,"WD",20,"Teva","DAY","COEUR DES FEMMES 20'' v2",1131,567,113.4,0.04,0.07,"AB",1,"FEMMES + HOLLYWOOD","FEMMES + HOLLYWOOD",2,4,72648,8,"0","71","49",0.0502842677,79.42,42.05,1113.52,667.76
11,"19/02/2014",3,"WD",20,"SerieClub","DAY","version de base",1211,57,11.4,0.05,0.01,"AB",1,"MERCI LES ENFANTS VONT BIEN","MERCI LES ENFANTS VONT BIEN",2,4,72307,8,"0","71","49",0.0502842677,27.3,12.77,1113.57,667.77
12,"19/02/2014",267,"WD",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1230,3990,718.2,0.87,0.8,"AC",1,"DROP DEAD DIVA","DROP DEAD DIVA",2,4,71338,8,"0","71","49",0.0437506265,128.01,73.06,1114.44,668.57
13,"19/02/2014",77,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1321,1296,259.2,0.05,0.18,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,4,69470,8,"0","71","49",0.057276846,286.56,173.34,1114.49,668.75
13,"19/02/2014",2,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1411,696.6,139.32,0.06,0.1,"AC",0,"DESPERATE HOUSEWIVES","DOSSIERS DE TEVA (LES)",2,4,69470,8,"0","71","49",0.057276846,268.06,166.37,1114.55,668.85
14,"19/02/2014",764,"WD",20,"M6","DAY","COEUR DES FEMMES 20'' v2",1340,6966,1253.88,3.87,2,"AA",0,"SCENES DE MENAGES","METEO",2,4,69118,8,"0","71","49",0.0694229404,83.29,44.05,1118.42,670.85
14,"19/02/2014",18,"WD",12,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1411,307.8,61.56,0.33,0.14,"AC",1,"AMICALEMENT VOTRE","AMICALEMENT VOTRE",2,4,69118,8,"0","71","49",0.0694229404,128.34,73.2,1118.75,670.99
14,"19/02/2014",515,"WD",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1410,4332,779.76,3.9,1.78,"AB",1,"PARENTS TERRIBLES (MES)","PARENTS TERRIBLES (MES)",2,4,67461,8,"0","71","49",0.0694229404,132.24,74.98,1122.65,672.77
14,"19/02/2014",0,"WD",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1451,490.2,98.04,0.07,0.1,"EB",1,"DOSSIERS DE TEVA (LES)","DOSSIERS DE TEVA (LES)",2,4,67461,8,"0","71","49",0.0694229404,132.31,75.08,1122.72,672.87
14,"19/02/2014",32,"WD",20,"ParisPremiere","DAY","COEUR DES FEMMES 20'' v2",1421,380.7,76.14,0.36,0.14,"AC",1,"AMICALEMENT VOTRE","AMICALEMENT VOTRE",2,4,67461,8,"0","71","49",0.0694229404,83.65,44.19,1123.08,673.01
15,"19/02/2014",-95,"WD",20,"SerieClub","DAY","version de base",1521,203,40.6,0.15,0.04,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,4,66663,8,"0","71","49",0.0693848337,27.45,12.81,1123.23,673.05
15,"19/02/2014",16,"WD",12,"SerieClub","DAY","version de base",1601,188,37.6,0.16,0.05,"AC",1,"PREUVE A L'APPUI","NEW YORK 911",2,4,65820,8,"0","71","49",0.0693848337,27.61,12.86,1123.39,673.1
15,"19/02/2014",600,"WD",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1530,4212,758.16,2.51,1.27,"AB",1,"PARENTS TERRIBLES (MES)","FLIRT CAMP",2,4,65820,8,"0","71","49",0.0693848337,270.57,167.64,1125.9,674.37
16,"19/02/2014",32,"WD",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1511,421.2,84.24,0.39,0.11,"AC",1,"AMICALEMENT VOTRE","AMICALEMENT VOTRE",2,4,65447,8,"0","71","49",0.0745623736,270.96,167.75,1126.29,674.48
16,"19/02/2014",34,"WD",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1611,194.4,38.88,0.21,0.06,"AC",1,"CODE QUANTUM","CODE QUANTUM",2,4,65218,8,"0","71","49",0.0745623736,286.77,173.4,1126.5,674.54
16,"19/02/2014",11,"WD",20,"SerieClub","DAY","version de base",1701,235,47,0.15,0.06,"AC",1,"NEW YORK 911","NEW YORK 911",2,4,65218,8,"0","71","49",0.0745623736,27.76,12.92,1126.65,674.6
16,"19/02/2014",11,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1611,413.1,82.62,0.08,0.06,"EB",1,"DOSSIERS DE TEVA (LES)","DOSSIERS DE TEVA (LES)",2,4,65218,8,"0","71","49",0.0745623736,286.85,173.46,1126.73,674.66
17,"19/02/2014",-10,"WD",12,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1721,347.7,69.54,0.19,0.11,"AC",1,"CODE QUANTUM","CODE QUANTUM",2,4,66901,8,"0","71","49",0.088854869,132.5,75.19,1126.92,674.77
17,"19/02/2014",55,"WD",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1731,222.3,44.46,0.06,0.05,"AA",0,"UN GARS, UNE FILLE (EPISODES)","DESPERATE HOUSEWIVES",2,4,66901,8,"0","71","49",0.088854869,132.56,75.24,1126.98,674.82
18,"19/02/2014",360,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1830,5016,902.88,3.19,1.93,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",2,4,69959,8,"0","71","49",0.0860026658,135.75,77.17,1130.17,676.75
18,"19/02/2014",-65,"WD",12,"SerieClub","ACCESS","version de base",1821,228,45.6,0.18,0.06,"AC",1,"NEW YORK 911","STARGATE SG-1",2,4,69959,8,"0","71","49",0.0860026658,27.94,12.98,1130.35,676.81
18,"19/02/2014",514,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1900,6270,1128.6,4.34,2.56,"CBA",1,"UN DINER PRESQUE PARFAIT","UN DINER PRESQUE PARFAIT",2,4,74078,8,"0","71","49",0.0860026658,140.09,79.73,1134.69,679.37
19,"19/02/2014",-10,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1841,285,57,0.21,0.09,"AC",1,"CODE QUANTUM","CODE QUANTUM",2,4,73757,8,"0","71","49",0.0653886013,140.3,79.82,1134.9,679.46
19,"19/02/2014",396,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1930,7410,1333.8,4.25,2.88,"EB",1,"100% MAG","100% MAG",2,4,73757,8,"0","71","49",0.0653886013,144.55,82.7,1139.15,682.34
19,"19/02/2014",37,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1921,330.6,66.12,0.13,0.09,"AC",0,"CODE QUANTUM","KAAMELOTT",2,4,73757,8,"0","71","49",0.0653886013,144.68,82.79,1139.28,682.43
19,"19/02/2014",1,"WD",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1951,484.5,96.9,0.14,0.12,"AA",1,"KAAMELOTT","KAAMELOTT",2,4,71766,8,"0","71","49",0.0653886013,144.82,82.91,1139.42,682.55
20,"19/02/2014",22,"WD",12,"Teva","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",1941,587.1,117.42,0.02,0.08,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,4,69533,8,"0","71","49",0.0824777966,144.84,82.99,1139.44,682.63
20,"19/02/2014",1368,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2025,27360,4924.8,9.33,6.31,"AA",1,"SCENES DE MENAGES","SCENES DE MENAGES",2,4,69533,8,"0","71","49",0.0824777966,154.17,89.3,1148.77,688.94
20,"19/02/2014",846,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2045,22800,4104,5.75,4.47,"AA",0,"SCENES DE MENAGES","D&CO",2,4,67004,8,"0","71","49",0.0824777966,159.92,93.77,1154.52,693.41
21,"19/02/2014",93,"WD",12,"Teva","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2141,826.5,165.3,0.17,0.13,"AC",1,"TROIS BAGUES AU DOIGT / PARTIE 1","TROIS BAGUES AU DOIGT / PARTIE 1",2,4,64937,8,"0","71","49",0.061608583,160.09,93.9,1154.69,693.54
21,"19/02/2014",1288,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2160,19380,3488.4,5.43,4.24,"EB",1,"D&CO","D&CO",2,4,63140,8,"0","71","49",0.061608583,165.52,98.14,1160.12,697.78
22,"19/02/2014",20,"WD",12,"SerieClub","NIGHT","version de base",2231,125,25,0.1,0.05,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",2,4,63208,8,"0","71","49",0.0591018252,28.04,13.03,1160.22,697.83
22,"19/02/2014",-17,"WD",20,"SerieClub","NIGHT","version de base",2251,203,40.6,0.1,0.05,"AC",1,"NIH : ALERTES MEDICALES","NIH : ALERTES MEDICALES",2,4,65574,8,"0","71","49",0.0591018252,28.14,13.08,1160.32,697.88
22,"19/02/2014",114,"WD",20,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 20'' v1",2221,769.5,153.9,0.15,0.12,"AC",1,"TROIS BAGUES AU DOIGT / PARTIE 2","TROIS BAGUES AU DOIGT / PARTIE 2",2,4,65574,8,"0","71","49",0.0591018252,271.11,167.87,1160.47,698
8,"20/02/2014",7,"WD",20,"SerieClub","DAY","version de base",851,57,11.4,0.03,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,5,70599,8,"0","70","50",0.0269687699,28.17,13.09,1160.5,698.01
9,"20/02/2014",-3,"WD",20,"SerieClub","DAY","version de base",921,73,14.6,0.06,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,5,70723,8,"0","70","50",0.0381771083,28.23,13.1,1160.56,698.02
9,"20/02/2014",-8,"WD",12,"SerieClub","DAY","version de base",951,63,12.6,0.06,0.02,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,5,70645,8,"0","70","50",0.0381771083,28.29,13.12,1160.62,698.04
10,"20/02/2014",507,"WD",20,"M6","DAY","COEUR DES FEMMES 20'' v2",1015,1458,262.44,0.28,0.2,"CBA",1,"REINES DU SHOPPING (LES)","REINES DU SHOPPING (LES)",2,5,70123,8,"0","70","50",0.0484286373,83.93,44.39,1160.9,698.24
12,"20/02/2014",41,"WD",20,"Teva","DAY","COEUR DES FEMMES 20'' v2",1231,1117.8,223.56,0.06,0.14,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,5,69779,8,"0","70","50",0.0437506265,83.99,44.53,1160.96,698.38
12,"20/02/2014",566,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1230,5670,1020.6,1.1,0.83,"AC",1,"DROP DEAD DIVA","DROP DEAD DIVA",2,5,69779,8,"0","70","50",0.0437506265,287.95,174.29,1162.06,699.21
13,"20/02/2014",549,"WD",20,"M6","DAY","COEUR DES FEMMES 20'' v2",1305,6966,1253.88,3.11,1.51,"AA",1,"SCENES DE MENAGES","SCENES DE MENAGES",2,5,68869,8,"0","70","50",0.057276846,87.1,46.04,1165.17,700.72
13,"20/02/2014",100,"WD",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1321,1190.7,238.14,0.08,0.15,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,5,68248,8,"0","70","50",0.057276846,271.19,168.02,1165.25,700.87
