"hour","date","Visite.gain","TypeWeekDay","length","channel","DAYPART","crea","screen","budgetbrut","budgetnet","grp","grpref","tav","tavtap","emav","emap","month","dayofweek","consumption","nthweek","Holidays","CntToHolidays","CntAfterHolidays","visitByhour","cumGrp","cumGrpRef","cumGrpTotal","cumGrpRefTotal"
20,"14/02/2014",840,"WD",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2005,23940,4309.2,10.35,4.94,"DAA",0,"LE 1945:NATHALIE RENOUX","SCENES DE MENAGES",2,6,69418,7,"0","76","44",0.0824777966,24.41,10.76,979.36,587.68
21,"14/02/2014",82,"WD",12,"Teva","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2141,638.4,127.68,0.17,0.11,"CBA",1,"REINES DU SHOPPING (LES)","REINES DU SHOPPING (LES)",2,6,65092,7,"0","76","44",0.061608583,24.58,10.87,979.53,587.79
22,"14/02/2014",165,"WD",12,"Teva","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2151,712.5,142.5,0.18,0.12,"CBA",1,"REINES DU SHOPPING (LES)","REINES DU SHOPPING (LES)",2,6,63795,7,"0","76","44",0.0591018252,24.76,10.99,979.71,587.91
22,"14/02/2014",1169,"WD",12,"M6","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2160,28500,5130,8.99,4.95,"ACA",1,"ELEMENTARY:FIEL MENSONGE ET VIDEO","ELEMENTARY:FIEL MENSONGE ET VIDEO",2,6,63795,7,"0","76","44",0.0591018252,33.75,15.94,988.7,592.86
22,"14/02/2014",-32,"WD",12,"SerieClub","NIGHT","version de base",2231,120,24,0.08,0.04,"CC",1,"UN GARS, UNE FILLE","UN GARS, UNE FILLE",2,6,66130,7,"0","76","44",0.0591018252,24.13,11.06,988.78,592.9
22,"14/02/2014",-16,"WD",20,"ParisPremiere","NIGHT","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",2231,599.4,119.88,0.33,0.22,"CC",0,"LA REVUE DE PRESSE","ZEMMOUR ET NAULLEAU",2,6,66130,7,"0","76","44",0.0591018252,270.43,164.02,989.11,593.12
23,"14/02/2014",43,"WD",20,"SerieClub","NIGHT","version de base",2251,178,35.6,0.11,0.04,"CC",0,"UN GARS, UNE FILLE","SOUTHLAND",2,6,65514,7,"0","76","44",0.0289851111,24.24,11.1,989.22,593.16
23,"14/02/2014",14,"WD",20,"ParisPremiere","NIGHT","EFFET SCULPTANT LA FEMME 20'' v1",2251,510.3,102.06,0.31,0.17,"CD",1,"ZEMMOUR ET NAULLEAU","ZEMMOUR ET NAULLEAU",2,6,65514,7,"0","76","44",0.0289851111,265.5,164.04,989.53,593.33
0,"14/02/2014",26,"WD",12,"ParisPremiere","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2321,364.8,72.96,0.2,0.11,"CD",0,"ZEMMOUR ET NAULLEAU","PARIS DERNIERE",2,7,62868,7,"0","76","44",0.0122894087,33.95,16.05,989.73,593.44
1,"14/02/2014",62,"WD",20,"M6","NIGHT","COEUR DES FEMMES 20'' v2",2380,2997,539.46,0.1,0.61,"ACC",1,"CALIFORNICATION:LA PERIODE BLEUE","CALIFORNICATION:LA PERIODE BLEUE",2,7,59385,7,"0","76","44",0.0061774264,70.51,37.58,989.83,594.05
9,"15/02/2014",-13,"WE",12,"SerieClub","DAY","version de base",911,68,13.6,0.08,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",2,7,62131,7,"0","75","45",0.0381771083,24.32,11.12,989.91,594.07
9,"15/02/2014",-9,"WE",20,"SerieClub","DAY","version de base",951,113,22.6,0.1,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",2,7,62816,7,"0","75","45",0.0381771083,24.42,11.14,990.01,594.09
10,"15/02/2014",-27,"WE",20,"SerieClub","DAY","version de base",1001,162,32.4,0.09,0.03,"AC",0,"NEW YORK 911","FAMILLE DE COEUR",2,7,63286,7,"0","75","45",0.0484286373,24.51,11.17,990.1,594.12
10,"15/02/2014",21,"WE",20,"SerieClub","DAY","version de base",1011,162,32.4,0.09,0.03,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,7,63179,7,"0","75","45",0.0484286373,24.6,11.2,990.19,594.15
11,"15/02/2014",186,"WE",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1105,1140,205.2,1.09,0.45,"EBL",1,"NORBERT ET JEAN LE DEFI","NORBERT ET JEAN LE DEFI",2,7,63743,7,"0","75","45",0.0502842677,35.04,16.5,991.28,594.6
12,"15/02/2014",482,"WE",20,"M6","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1205,3888,699.84,0.74,0.75,"EBL",1,"NORBERT ET JEAN LE DEFI","NORBERT ET JEAN LE DEFI",2,7,64883,7,"0","75","45",0.0437506265,266.24,164.79,992.02,595.35
12,"15/02/2014",5,"WE",20,"SerieClub","DAY","version de base",1301,89,17.8,0.03,0.02,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,7,65303,7,"0","75","45",0.0437506265,24.63,11.22,992.05,595.37
12,"15/02/2014",127,"WE",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1231,542.7,108.54,0.1,0.08,"AC",1,"DEVIOUS MAIDS","DEVIOUS MAIDS",2,7,65303,7,"0","75","45",0.0437506265,266.34,164.87,992.15,595.45
13,"15/02/2014",47,"WE",20,"Teva","DAY","COEUR DES FEMMES 20'' v2",1241,542.7,108.54,0.1,0.08,"AC",0,"DEVIOUS MAIDS","NOUVEAU LOOK POUR UNE NOUVELLE VIE",2,7,63574,7,"0","75","45",0.057276846,70.61,37.66,992.25,595.53
13,"15/02/2014",11,"WE",12,"SerieClub","DAY","version de base",1321,74,14.8,0.03,0.03,"AC",1,"FAMILLE D'ACCUEIL","EUREKA",2,7,63574,7,"0","75","45",0.057276846,24.66,11.25,992.28,595.56
13,"15/02/2014",62,"WE",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1351,393.3,78.66,0.09,0.08,"EA",1,"NOUVEAU LOOK POUR UNE NOUVELLE VIE","NOUVEAU LOOK POUR UNE NOUVELLE VIE",2,7,63574,7,"0","75","45",0.057276846,35.13,16.58,992.37,595.64
14,"15/02/2014",11,"WE",20,"ParisPremiere","DAY","COEUR DES FEMMES 20'' v2",1401,315.9,63.18,0.14,0.08,"EAJ",1,"AX MEN DANGER EN FORET","AX MEN DANGER EN FORET",2,7,61562,7,"0","75","45",0.0694229404,70.75,37.74,992.51,595.72
14,"15/02/2014",391,"WE",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1410,3705,666.9,1.41,1.34,"EAJ",1,"CAUCHEMAR EN CUISINE:JUAN LES PINS","CAUCHEMAR EN CUISINE:JUAN LES PINS",2,7,61562,7,"0","75","45",0.0694229404,36.54,17.92,993.92,597.06
15,"15/02/2014",129,"WE",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1501,591.3,118.26,0.09,0.07,"EA",0,"NOUVEAU LOOK POUR UNE NOUVELLE VIE","MAGNIFIQUE BY CRISTINA",2,7,58931,7,"0","75","45",0.0693848337,266.43,164.94,994.01,597.13
15,"15/02/2014",56,"WE",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1511,416.1,83.22,0.09,0.07,"EB",1,"MAGNIFIQUE BY CRISTINA","MAGNIFIQUE BY CRISTINA",2,7,58312,7,"0","75","45",0.0693848337,36.63,17.99,994.1,597.2
16,"15/02/2014",772,"WE",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1640,5670,1020.6,2.06,1.51,"EAJ",1,"CAUCHEMAR EN CUISINE:PORT GRIMAUD","CAUCHEMAR EN CUISINE:PORT GRIMAUD",2,7,58021,7,"0","75","45",0.0745623736,272.49,165.53,996.16,598.71
16,"15/02/2014",6,"WE",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1611,396.9,79.38,0.09,0.05,"EB",0,"TEVA DECO","DES HISTOIRES EXTRAORDINAIRES",2,7,57893,7,"0","75","45",0.0745623736,272.58,165.58,996.25,598.76
17,"15/02/2014",410,"WE",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1800,3705,666.9,2.49,1.09,"EBD",0,"PLUS VITE QUE LA MUSIQUE:INDILA","MUST CELEBRITES",2,7,58576,7,"0","75","45",0.088854869,39.12,19.08,998.74,599.85
17,"15/02/2014",6,"WE",12,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1801,256.5,51.3,0.15,0.07,"EAJ",0,"AX MEN DANGER EN FORET","CA BALANCE A PARIS",2,7,60272,7,"0","75","45",0.088854869,39.27,19.15,998.89,599.92
18,"15/02/2014",13,"WE",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1831,302.1,60.42,0.1,0.08,"EBJ",1,"CA BALANCE A PARIS","CA BALANCE A PARIS",2,7,63608,7,"0","75","45",0.0860026658,39.37,19.23,998.99,600
18,"15/02/2014",455,"WE",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1900,4902,882.36,3.82,1.85,"EBF",0,"L ODYSSEE SAUVAGE NICOLAS VANIER","UN TRESOR DANS VOTRE MAISON",2,7,66584,7,"0","75","45",0.0860026658,43.19,21.08,1002.81,601.85
18,"15/02/2014",46,"WE",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1851,342,68.4,0.09,0.08,"EBJ",0,"CA BALANCE A PARIS","KAAMELOTT:UN BRUIT DANS LA NUIT",2,7,66584,7,"0","75","45",0.0860026658,43.28,21.16,1002.9,601.93
19,"15/02/2014",-33,"WE",12,"SerieClub","ACCESS","version de base",1951,211,42.2,0.12,0.07,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,7,66705,7,"0","75","45",0.0653886013,24.78,11.32,1003.02,602
19,"15/02/2014",12,"WE",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1941,364.8,72.96,0.1,0.09,"ACB",1,"KAAMELOTT:LE OUD","KAAMELOTT:LA KLEPTOMANE",2,7,65475,7,"0","75","45",0.0653886013,43.38,21.25,1003.12,602.09
20,"15/02/2014",32,"WE",12,"ParisPremiere","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",1951,438.9,87.78,0.1,0.1,"ACB",1,"KAAMELOTT:LA QUEUE DU SCORPION","KAAMELOTT:L INTERPRETE",2,7,63641,7,"0","75","45",0.0824777966,43.48,21.35,1003.22,602.19
20,"15/02/2014",24,"WE",12,"SerieClub","PEAK","version de base",2031,302,60.4,0.11,0.08,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,7,63641,7,"0","75","45",0.0824777966,24.89,11.4,1003.33,602.27
20,"15/02/2014",11,"WE",12,"ParisPremiere","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2051,609.9,121.98,0.19,0.12,"ACB",0,"KAAMELOTT:LE BANQUET DES CHEFS","L HOMME LE PLUS FORT DU MONDE",2,7,62245,7,"0","75","45",0.0824777966,43.67,21.47,1003.52,602.39
20,"15/02/2014",-4,"WE",12,"SerieClub","PEAK","version de base",2051,274,54.8,0.07,0.07,"AC",1,"PREUVE A L'APPUI","EUREKA",2,7,62245,7,"0","75","45",0.0824777966,24.96,11.47,1003.59,602.46
21,"15/02/2014",1162,"WE",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2130,14250,2565,7.22,3.85,"ACA",1,"HAWAII 5-0:KA OIA I O MA LOKO","HAWAII 5-0:KA OIA I O MA LOKO",2,7,59828,7,"0","75","45",0.061608583,50.89,25.32,1010.81,606.31
22,"15/02/2014",10,"WE",12,"ParisPremiere","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2221,547.2,109.44,0.19,0.15,"CE",0,"L HOMME LE PLUS FORT DU MONDE","BOOBS UNE OBSESSION AMERICAINE",2,7,63701,7,"0","75","45",0.0591018252,51.08,25.47,1011,606.46
22,"15/02/2014",566,"WE",12,"M6","NIGHT","EFFET SCULPTANT LA FEMME 12'' v2",2180,9690,1744.2,6.13,2.54,"ACA",1,"HAWAII 5-0:I KA WA MAMUA","HAWAII 5-0:I KA WA MAMUA",2,7,63701,7,"0","75","45",0.0591018252,57.21,28.01,1017.13,609
23,"15/02/2014",2,"WE",12,"SerieClub","NIGHT","version de base",2241,211,42.2,0.01,0.07,"AC",1,"EUREKA","EUREKA",2,7,63195,7,"0","75","45",0.0289851111,24.97,11.54,1017.14,609.07
7,"16/02/2014",-5,"WE",20,"ParisPremiere","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",751,24.3,4.86,0,0,"EBL",0,"INTERIEURS","A L AFFICHE - LA SELECTION PARIS PR",2,1,54428,8,"0","74","46",0.014012494,272.58,165.58,1017.14,609.07
8,"16/02/2014",46,"WE",20,"Teva","DAY","COEUR DES FEMMES 20'' v2",931,283.5,56.7,0.1,0.05,"C",1,"LOOK & VOUS","LOOK & VOUS",2,1,56825,8,"0","74","46",0.0269687699,70.85,37.79,1017.24,609.12
9,"16/02/2014",7,"WE",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",905,228,41.04,0.45,0.15,"CBA",1,"ABSOLUMENT STARS","ABSOLUMENT STARS",2,1,58341,8,"0","74","46",0.0381771083,57.66,28.16,1017.69,609.27
9,"16/02/2014",12,"WE",20,"SerieClub","DAY","version de base",951,130,26,0.06,0.02,"AC",1,"NEW YORK 911","NEW YORK 911",2,1,59261,8,"0","74","46",0.0381771083,25.03,11.56,1017.75,609.29
10,"16/02/2014",81,"WE",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1021,273.6,54.72,0.22,0.08,"EA",0,"NOUVEAU LOOK POUR UNE NOUVELLE VIE","MAGNIFIQUE BY CRISTINA",2,1,60103,8,"0","74","46",0.0484286373,57.88,28.24,1017.97,609.37
10,"16/02/2014",121,"WE",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1101,405,81,0.19,0.08,"EB",1,"MAGNIFIQUE BY CRISTINA","MAGNIFIQUE BY CRISTINA",2,1,60420,8,"0","74","46",0.0484286373,272.77,165.66,1018.16,609.45
10,"16/02/2014",-159,"WE",12,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1121,279.3,55.86,0,0.03,"EBF",0,"HOTELS DU MONDE","LA MODE LA MODE LA MODE",2,1,60420,8,"0","74","46",0.0484286373,57.88,28.27,1018.16,609.48
11,"16/02/2014",68,"WE",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1131,461.7,92.34,0.22,0.08,"E",1,"GATEAU DE MES REVES (LE)","GATEAU DE MES REVES (LE)",2,1,60511,8,"0","74","46",0.0502842677,266.65,165.02,1018.38,609.56
12,"16/02/2014",16,"WE",20,"SerieClub","DAY","version de base",1301,105,21,0.04,0.03,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,1,61935,8,"0","74","46",0.0437506265,25.07,11.59,1018.42,609.59
12,"16/02/2014",41,"WE",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1301,315.9,63.18,0.08,0.07,"EBL",1,"TRES TRES BON","TRES TRES BON",2,1,61935,8,"0","74","46",0.0437506265,266.73,165.09,1018.5,609.66
13,"16/02/2014",86,"WE",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1351,558.9,111.78,0.07,0.07,"AC",1,"MA FAMILLE D'ABORD","MA FAMILLE D'ABORD",2,1,59636,8,"0","74","46",0.057276846,272.84,165.73,1018.57,609.73
13,"16/02/2014",4,"WE",20,"SerieClub","DAY","version de base",1321,105,21,0.05,0.03,"AC",1,"FAMILLE D'ACCUEIL","STARGATE SG-1",2,1,59636,8,"0","74","46",0.057276846,25.12,11.62,1018.62,609.76
13,"16/02/2014",30,"WE",12,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1321,307.8,61.56,0.19,0.09,"EAJ",1,"RAMSAY CAUCHEMAR EN CUISINE","RAMSAY CAUCHEMAR EN CUISINE",2,1,57852,8,"0","74","46",0.057276846,58.07,28.36,1018.81,609.85
13,"16/02/2014",75,"WE",20,"Teva","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1411,534.6,106.92,0.11,0.08,"AC",1,"MA FAMILLE D'ABORD","MA FAMILLE D'ABORD",2,1,57852,8,"0","74","46",0.057276846,266.84,165.17,1018.92,609.93
14,"16/02/2014",28,"WE",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1501,416.1,83.22,0.1,0.1,"AC",1,"MA FAMILLE D'ABORD","MA FAMILLE D'ABORD",2,1,54995,8,"0","74","46",0.0694229404,58.17,28.46,1019.02,610.03
15,"16/02/2014",106,"WE",20,"Teva","DAY","COEUR DES FEMMES 20'' v2",1521,648,129.6,0.1,0.1,"AC",1,"MA FAMILLE D'ABORD","MA FAMILLE D'ABORD",2,1,54002,8,"0","74","46",0.0693848337,70.95,37.89,1019.12,610.13
15,"16/02/2014",5,"WE",20,"ParisPremiere","DAY","COEUR DES FEMMES 20'' v2",1511,745.2,149.04,0.25,0.13,"EAJ",1,"LE CONVOI DE L EXTREME:LA ROUTE DE","LE CONVOI DE L EXTREME:LA ROUTE DE",2,1,54002,8,"0","74","46",0.0693848337,71.2,38.02,1019.37,610.26
15,"16/02/2014",1616,"WE",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1550,8505,1530.9,4.53,2.41,"EAL",1,"RECHERCHE APPARTEMENT OU MAISON","RECHERCHE APPARTEMENT OU MAISON",2,1,53158,8,"0","74","46",0.0693848337,277.37,168.14,1023.9,612.67
15,"16/02/2014",44,"WE",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1541,575.1,115.02,0.09,0.08,"AC",1,"MA FAMILLE D'ABORD","MA FAMILLE D'ABORD",2,1,53158,8,"0","74","46",0.0693848337,277.46,168.22,1023.99,612.75
16,"16/02/2014",33,"WE",20,"ParisPremiere","DAY","EFFET SCULPTANT LA FEMME 20'' v1",1611,396.9,79.38,0.21,0.09,"EAJ",1,"LE CONVOI DE L EXTREME:LA ROUTE DE","LE CONVOI DE L EXTREME:LA ROUTE DE",2,1,52937,8,"0","74","46",0.0745623736,267.05,165.26,1024.2,612.84
17,"16/02/2014",1346,"WE",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1810,7980,1436.4,2.85,2.3,"DDB",1,"66 MINUTES:REPORTAGE:LES NOUVELLES","66 MINUTES:REPORTAGE:LES NOUVELLES",2,1,55456,8,"0","74","46",0.088854869,61.02,30.76,1027.05,615.14
18,"16/02/2014",30,"WE",12,"ParisPremiere","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1831,387.6,77.52,0.37,0.15,"EAJ",1,"RAMSAY CAUCHEMAR EN CUISINE","RAMSAY CAUCHEMAR EN CUISINE",2,1,59632,8,"0","74","46",0.0860026658,61.39,30.91,1027.42,615.29
18,"16/02/2014",1628,"WE",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1830,8550,1539,5.36,3.03,"DDB",1,"66 MINUTES:REPORTAGE:CHIENS LE NOUV","66 MINUTES:REPORTAGE:CHIENS LE NOUV",2,1,59632,8,"0","74","46",0.0860026658,66.75,33.94,1032.78,618.32
18,"16/02/2014",27,"WE",12,"Teva","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1831,296.4,59.28,0.1,0.08,"EA",1,"MAISON A VENDRE","MAISON A VENDRE",2,1,64135,8,"0","74","46",0.0860026658,66.85,34.02,1032.88,618.4
18,"16/02/2014",-50,"WE",12,"SerieClub","ACCESS","version de base",1921,342,68.4,0.09,0.08,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,1,64135,8,"0","74","46",0.0860026658,25.21,11.7,1032.97,618.48
19,"16/02/2014",81,"WE",12,"Teva","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1851,330.6,66.12,0.09,0.09,"EA",1,"MAISON A VENDRE","MAISON A VENDRE",2,1,65132,8,"0","74","46",0.0653886013,66.94,34.11,1033.06,618.57
19,"16/02/2014",24,"WE",12,"SerieClub","ACCESS","version de base",1951,376,75.2,0.13,0.1,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,1,65132,8,"0","74","46",0.0653886013,25.34,11.8,1033.19,618.67
19,"16/02/2014",532,"WE",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1945,9690,1744.2,4.29,2.8,"DDB",0,"66 MINUTES:REPORTAGE:TEMPETES LA BR","METEO 6",2,1,64816,8,"0","74","46",0.0653886013,71.23,36.91,1037.48,621.47
20,"16/02/2014",10,"WE",12,"ParisPremiere","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2051,342,68.4,0.18,0.14,"ACB",0,"KAAMELOTT:GOUSTAN LE CRUEL","LA NUIT AMERICAINE",2,1,62449,8,"0","74","46",0.0824777966,71.41,37.05,1037.66,621.61
20,"16/02/2014",-18,"WE",12,"SerieClub","PEAK","version de base",2051,348,69.6,0.1,0.09,"AC",1,"PREUVE A L'APPUI","N.I.H : ALERTES MEDICALES",2,1,62449,8,"0","74","46",0.0824777966,25.44,11.89,1037.76,621.7
20,"16/02/2014",1127,"WE",12,"M6","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2050,15390,2770.2,4.02,2.69,"EBL",0,"LA MINUTE NUTRITION","ZONE INTERDITE:PRETS A TOUT POUR SA",2,1,62449,8,"0","74","46",0.0824777966,75.43,39.74,1041.78,624.39
21,"16/02/2014",-10,"WE",12,"SerieClub","PEAK","version de base",2121,279,55.8,0.05,0.06,"AC",1,"N.I.H : ALERTES MEDICALES","N.I.H : ALERTES MEDICALES",2,1,60900,8,"0","74","46",0.061608583,25.49,11.95,1041.83,624.45
21,"16/02/2014",-13,"WE",12,"SerieClub","PEAK","version de base",2211,200,40,0.07,0.07,"AC",1,"N.I.H : ALERTES MEDICALES","N.I.H : ALERTES MEDICALES",2,1,59906,8,"0","74","46",0.061608583,25.56,12.02,1041.9,624.52
21,"16/02/2014",17,"WE",12,"ParisPremiere","PEAK","EFFET SCULPTANT LA FEMME 12'' v2",2151,410.4,82.08,0.18,0.14,"AAF",1,"LA NUIT AMERICAINE","LA NUIT AMERICAINE",2,1,59906,8,"0","74","46",0.061608583,75.61,39.88,1042.08,624.66
22,"16/02/2014",14,"WE",20,"SerieClub","NIGHT","version de base",2221,308,61.6,0.08,0.07,"AC",1,"N.I.H : ALERTES MEDICALES","N.I.H : ALERTES MEDICALES",2,1,60415,8,"0","74","46",0.0591018252,25.64,12.09,1042.16,624.73
22,"16/02/2014",-3,"WE",20,"SerieClub","NIGHT","version de base",2241,284,56.8,0.07,0.07,"AC",1,"N.I.H : ALERTES MEDICALES","N.I.H : ALERTES MEDICALES",2,1,63187,8,"0","74","46",0.0591018252,25.71,12.16,1042.23,624.8
8,"17/02/2014",-3,"WD",12,"SerieClub","DAY","version de base",851,34,6.8,0.03,0.01,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,2,72284,8,"0","73","47",0.0269687699,25.74,12.17,1042.26,624.81
9,"17/02/2014",0,"WD",20,"SerieClub","DAY","version de base",951,130,26,0.04,0.02,"AC",1,"FAMILLE D'ACCUEIL","FAMILLE D'ACCUEIL",2,2,71753,8,"0","73","47",0.0381771083,25.78,12.19,1042.3,624.83
10,"17/02/2014",28,"WD",12,"SerieClub","DAY","version de base",1041,57,11.4,0.07,0.02,"AC",0,"FAMILLE D'ACCUEIL","MERCI LES ENFANTS VONT BIEN",2,2,71267,8,"0","73","47",0.0484286373,25.85,12.21,1042.37,624.85
11,"17/02/2014",-46,"WD",20,"SerieClub","DAY","version de base",1011,138,27.6,0.05,0.02,"AC",1,"FAMILLE D'ACCUEIL","NEW YORK 911",2,2,70589,8,"0","73","47",0.0502842677,25.9,12.23,1042.42,624.87
11,"17/02/2014",-13,"WD",20,"SerieClub","DAY","version de base",1211,81,16.2,0.07,0.02,"AB",1,"MERCI LES ENFANTS VONT BIEN","MERCI LES ENFANTS VONT BIEN",2,2,70554,8,"0","73","47",0.0502842677,25.97,12.25,1042.49,624.89
12,"17/02/2014",30,"WD",20,"Teva","DAY","COEUR DES FEMMES 20'' v2",1231,1069.2,213.84,0.05,0.14,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,69497,8,"0","73","47",0.0437506265,71.25,38.16,1042.54,625.03
12,"17/02/2014",605,"WD",20,"M6","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1230,5670,1020.6,1.8,0.94,"ACB",1,"DROP DEAD DIVA:VILAINES FILLES","DROP DEAD DIVA:VILAINES FILLES",2,2,69497,8,"0","73","47",0.0437506265,279.26,169.16,1044.34,625.97
12,"17/02/2014",-156,"WD",20,"SerieClub","DAY","version de base",1251,97,19.4,0.1,0.02,"AB",0,"MERCI LES ENFANTS VONT BIEN","UN GARS, UNE FILLE",2,2,69535,8,"0","73","47",0.0437506265,26.07,12.27,1044.44,625.99
13,"17/02/2014",120,"WD",20,"Teva","DAY","DOUBLE PROFONDEUR DE BONNET LA TERRASSE 20'' v1",1301,1223.1,244.62,0.08,0.16,"AC",1,"DESPERATE HOUSEWIVES","DESPERATE HOUSEWIVES",2,2,68200,8,"0","73","47",0.057276846,279.34,169.32,1044.52,626.15
13,"17/02/2014",2,"WD",12,"SerieClub","DAY","version de base",1401,108,21.6,0.03,0.03,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,2,67259,8,"0","73","47",0.057276846,26.1,12.3,1044.55,626.18
14,"17/02/2014",-12,"WD",12,"Teva","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1411,364.8,72.96,0.12,0.08,"AC",0,"DESPERATE HOUSEWIVES","MON EX-FUTUR MARI",2,2,66382,8,"0","73","47",0.0694229404,75.73,39.96,1044.67,626.26
14,"17/02/2014",-32,"WD",20,"SerieClub","DAY","version de base",1451,227,45.4,0.04,0.04,"AC",1,"PREUVE A L'APPUI","PREUVE A L'APPUI",2,2,64349,8,"0","73","47",0.0694229404,26.14,12.34,1044.71,626.3
14,"17/02/2014",1064,"WD",20,"M6","DAY","COEUR DES FEMMES 20'' v2",1440,6156,1108.08,4.92,2.34,"AAA",1,"FASHION MAMAN","FASHION MAMAN",2,2,64349,8,"0","73","47",0.0694229404,76.17,40.5,1049.63,628.64
15,"17/02/2014",516,"WD",12,"M6","DAY","EFFET SCULPTANT LA FEMME 12'' v2",1515,3192,574.56,4.19,1.68,"AAA",0,"FASHION MAMAN","UNE NOUVELLE DONNE",2,2,62364,8,"0","73","47",0.0693848337,79.92,41.64,1053.82,630.32
16,"17/02/2014",-11,"WD",12,"SerieClub","DAY","version de base",1611,182,36.4,0.15,0.05,"AC",1,"NEW YORK 911","NEW YORK 911",2,2,62000,8,"0","73","47",0.0745623736,26.29,12.39,1053.97,630.37
18,"17/02/2014",356,"WD",12,"M6","ACCESS","EFFET SCULPTANT LA FEMME 12'' v2",1830,5016,902.88,2.3,1.72,"CBA",1,"UN DINER PRESQUE PARFAIT:SPECIALE D","UN DINER PRESQUE PARFAIT:SPECIALE D",2,2,67827,8,"0","73","47",0.0860026658,82.22,43.36,1056.27,632.09
