2014-04-07,636556,0,1209470
2014-04-08,619239,0,1260725
2014-04-09,591364,0,1285887
2014-04-10,567821,0,1266011
2014-04-11,619373,0,1234722
2014-04-12,601803,0,1100005
2014-04-13,655057,0,1034963
2014-04-14,657586,0,1221402
2014-04-15,643275,0,1265036
2014-04-16,626435,0,1279159
2014-04-17,589802,0,1266882
2014-04-18,641102,2,1241239
2014-04-19,635013,0,1153081
2014-04-20,643854,0,1082812
2014-04-21,724227,1,1084284
2014-04-22,671740,0,1245400
2014-04-23,655128,0,1248887
2014-04-24,644487,0,1235617
2014-04-25,662248,0,1229560
2014-04-26,670830,0,1117336
2014-04-27,744826,0,1074233
2014-04-28,712095,0,1249024
2014-04-29,678174,0,1273337
2014-04-30,639800,0,1246730
2014-05-01,796082,1,0
2014-05-02,734332,0,0
2014-05-03,704566,0,0
2014-05-04,673643,0,0
2014-05-05,675324,0,0
2014-05-06,704456,0,0
2014-05-07,683111,0,0
2014-05-08,732888,1,0
2014-05-09,684545,0,0
2014-05-10,697177,0,0
2014-05-11,729504,0,0
2014-05-12,701062,0,0
2014-05-13,653573,0,0
2014-05-14,633645,0,0
2014-05-15,612874,0,0
