"date","Visite.gain","TypeWeekDay","length","channel","DAYPART","MMDAYPART","ChaineEcranWD","ChaineDaypartWD","ChaineMMDaypartWD","crea","budgetbrut","budgetnet","grp","grpref","tav","tavtap","EmavShort","hour","month","dayofweek"
"2014-05-03",9,"WE",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0809WE","PuissanceTNTDAYWE","PuissanceTNTDAY0309WE","effet sculptant",364.5,65.61,0.11,0.08,"EBD","EBD","A VOS CLIP",7,5,7
"2014-05-04",32,"WE",20,"Teva","DAY","DAY1011","Teva1011WE","TevaDAYWE","TevaDAY1011WE","la terrasse",753.3,150.66,0.26,0.11,"EA","SPLIT","GOK : LECO",10,5,1
"2014-05-04",260,"WE",12,"PuissanceTNT","NIGHT","NIGHT2223","PuissanceTNT2160WE","PuissanceTNTNIGHTWE","PuissanceTNTNIGHT2223WE","la lingerie pour toutes les morpho",5643,1015.74,2.14,1.03,"A","A","BODY OF PR",22,5,1
"2014-05-04",64,"WE",12,"Teva","NIGHT","NIGHT2223","Teva2141WE","TevaNIGHTWE","TevaNIGHT2223WE","la lingerie pour toutes les morpho",2348.4,469.68,0.62,0.4,"AC","AC","THE GOOD W",22,5,1
"2014-05-04",102,"WE",12,"Teva","PEAK","PEAK","Teva2131WE","TevaPEAKWE","TevaPEAKWE","la chaussure pour toutes les morpho'",2348.4,469.68,0.62,0.4,"AC","AC","THE GOOD W",21,5,1
"2014-05-04",182,"WE",12,"PuissanceTNT","PEAK","PEAK","PuissanceTNT2060WE","PuissanceTNTPEAKWE","PuissanceTNTPEAKWE","la chaussure pour toutes les morpho'",4389,790.02,0.79,0.85,"EB","SPLIT","TALENT TOU",20,5,1
"2014-05-04",10,"WE",12,"Teva","PEAK","PEAK","Teva2031WE","TevaPEAKWE","TevaPEAKWE","la chaussure pour toutes les morpho'",1083,216.6,0.28,0.18,"C","C","NE LE DITE",20,5,1
"2014-05-04",287,"WE",12,"PuissanceTNT","ACCESS","ACCESS19","PuissanceTNT1930WE","PuissanceTNTACCESSWE","PuissanceTNTACCESS19WE","la lingerie pour toutes les morpho",5529,995.22,0.47,1.03,"J","J","SODA+NORBE",19,5,1
"2014-05-04",250,"WE",12,"PuissanceTNT","PEAK","PEAK","PuissanceTNT2000WE","PuissanceTNTPEAKWE","PuissanceTNTPEAKWE","la chaussure pour toutes les morpho'",3568.2,642.276,0.72,1.26,"J","J","SODA+NORBE",20,5,1
"2014-05-04",287,"WE",20,"PuissanceTNT","ACCESS","ACCESS18","PuissanceTNT1820WE","PuissanceTNTACCESSWE","PuissanceTNTACCESS18WE","effet sculptant",6237,1122.66,0.5,0.71,"AC","AC","SODA+DESPE",18,5,1
"2014-05-04",342,"WE",12,"M6","DAY","DAY1617","M61740WE","M6DAYWE","M6DAY1617WE","la chaussure pour toutes les morpho'",4560,820.8,1.59,1.42,"EBL","SPLIT","DECO - M6 ",17,5,1
"2014-05-04",440,"WE",12,"M6","DAY","DAY1617","M61650WE","M6DAYWE","M6DAY1617WE","la chaussure pour toutes les morpho'",6270,1128.6,2.51,1.71,"EBL","EBL","DECO - M6 ",16,5,1
"2014-05-04",113,"WE",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1429WE","PuissanceTNTDAYWE","PuissanceTNTDAY1415WE","la lingerie pour toutes les morpho",1026,184.68,0.42,0.26,"ABB","ABB","LE PRIX DE",14,5,1
"2014-05-04",81,"WE",12,"PuissanceTNT","DAY","DAY1011","PuissanceTNT1200WE","PuissanceTNTDAYWE","PuissanceTNTDAY1011WE","la lingerie pour toutes les morpho",1134.3,204.174,0.34,0.43,"J","J","GENERATION",11,5,1
"2014-05-04",20,"WE",20,"Teva","DAY","DAY1011","Teva1121WE","TevaDAYWE","TevaDAY1011WE","la terrasse",631.8,126.36,0.17,0.08,"EB","EB","TEVA DECO",11,5,1
"2014-05-04",13,"WE",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0809WE","PuissanceTNTDAYWE","PuissanceTNTDAY0309WE","la terrasse",364.5,65.61,0,0.05,"CFA","CFA","LIVE IN TI",8,5,1
"2014-05-04",6,"WE",12,"Teva","DAY","DAY0309","Teva0931WE","TevaDAYWE","TevaDAY0309WE","la lingerie pour toutes les morpho",307.8,61.56,0.15,0.07,"EA","EA","GOK : LECO",9,5,1
"2014-05-04",-5,"WE",12,"Teva","DAY","DAY0309","Teva0721WE","TevaDAYWE","TevaDAY0309WE","la chaussure pour toutes les morpho'",39.9,7.98,0.06,0.01,"EB","SPLIT","TEVA DECO",7,5,1
"2014-05-04",13,"WE",20,"Teva","DAY","DAY0309","Teva1001WE","TevaDAYWE","TevaDAY0309WE","effet sculptant",753.3,150.66,0.26,0.11,"EA","EA","GOK : LECO",9,5,1
"2014-05-05",104,"WD",12,"M6","DAY","DAY1213","M61230WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",3591,646.38,0.74,0.61,"ACC","ACC","LA PETITE ",12,5,2
"2014-05-05",35,"WD",12,"Teva","PEAK","PEAK","Teva2151WD","TevaPEAKWD","TevaPEAKWD","la lingerie pour toutes les morpho",741,148.2,0.13,0.13,"AA","AA","PLANETE 51",21,5,2
"2014-05-05",15,"WD",12,"Teva","ACCESS","ACCESS19","Teva1851WD","TevaACCESSWD","TevaACCESS19WD","la chaussure pour toutes les morpho'",581.4,116.28,0.09,0.07,"AC","AC","THE GOOD W",19,5,2
"2014-05-05",294,"WD",12,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","la chaussure pour toutes les morpho'",6555,1179.9,1.89,1.66,"DDB","DDB","100 POUR 1",19,5,2
"2014-05-05",304,"WD",20,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","effet sculptant",9720,1749.6,3.83,1.63,"CBB","CBB","LA MEILLEU",18,5,2
"2014-05-05",368,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3876,697.68,1.95,1.23,"CBB","CBB","LES REINES",17,5,2
"2014-05-05",7,"WD",20,"Teva","DAY","DAY1617","Teva1641WD","TevaDAYWD","TevaDAY1617WD","la terrasse",283.5,56.7,0.08,0.05,"AB","SPLIT","DEMI SIECL",16,5,2
"2014-05-05",36,"WD",20,"Teva","DAY","DAY1617","Teva1511WD","TevaDAYWD","TevaDAY1617WD","effet sculptant",396.9,79.38,0.08,0.06,"AB","AB","DEMI SIECL",16,5,2
"2014-05-05",122,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la lingerie pour toutes les morpho",1105.8,199.044,0.21,0.35,"A","A","LES SIMPSO",15,5,2
"2014-05-05",150,"WD",12,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la chaussure pour toutes les morpho'",3306,595.08,2.48,0.96,"EBD","SPLIT","PLUS VITE ",15,5,2
"2014-05-05",161,"WD",12,"M6","DAY","DAY1415","M61515WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",3420,615.6,3.25,1.17,"ABF","SPLIT","LA REINE D",15,5,2
"2014-05-05",29,"WD",20,"Teva","DAY","DAY1415","Teva1421WD","TevaDAYWD","TevaDAY1415WD","la terrasse",469.8,93.96,0.1,0.06,"AB","AB","MON MARI, ",14,5,2
"2014-05-05",2,"WD",20,"Teva","DAY","DAY1415","Teva1341WD","TevaDAYWD","TevaDAY1415WD","effet sculptant",615.6,123.12,0.1,0.07,"AB","AB","MON MARI, ",14,5,2
"2014-05-05",150,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1350WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la chaussure pour toutes les morpho'",1966.5,353.97,0.18,0.26,"A","A","LES SIMPSO",14,5,2
"2014-05-05",133,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la terrasse",2997,539.46,0.08,0.32,"A","A","LES SIMPSO",13,5,2
"2014-05-05",47,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1230WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la lingerie pour toutes les morpho",912,164.16,0.25,0.1,"J","SPLIT","TALENT TOU",12,5,2
"2014-05-05",52,"WD",12,"PuissanceTNT","DAY","DAY1011","PuissanceTNT1130WD","PuissanceTNTDAYWD","PuissanceTNTDAY1011WD","la chaussure pour toutes les morpho'",900.6,162.108,0,0.15,"J","J","A VOS CLIP",11,5,2
"2014-05-05",80,"WD",12,"PuissanceTNT","DAY","DAY1011","PuissanceTNT1100WD","PuissanceTNTDAYWD","PuissanceTNTDAY1011WD","la lingerie pour toutes les morpho",826.5,148.77,0,0.22,"J","J","PLUS VITE ",10,5,2
"2014-05-05",52,"WD",12,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",912,164.16,0.01,0.22,"CBB","CBB","LES REINES",10,5,2
"2014-05-05",42,"WD",12,"M6","DAY","DAY1011","M60950WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",228,41.04,0,0.09,"DG","SPLIT","METEO 6",10,5,2
"2014-05-05",89,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0930WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","la terrasse",1255.5,225.99,0.01,0.22,"J","J","W9 HITS+UN",9,5,2
"2014-05-05",43,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0839WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","effet sculptant",607.5,109.35,0.25,0.14,"CAA","SPLIT","WAKE UP",8,5,2
"2014-05-05",30,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0809WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","la terrasse",607.5,109.35,0.22,0.23,"CAA","CAA","WAKE UP",7,5,2
"2014-05-06",251,"WD",12,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","la chaussure pour toutes les morpho'",6555,1179.9,2.61,2.1,"DDB","DDB","100 POUR 1",19,5,3
"2014-05-06",268,"WD",12,"PuissanceTNT","PEAK","PEAK","PuissanceTNT2140WD","PuissanceTNTPEAKWD","PuissanceTNTPEAKWD","la lingerie pour toutes les morpho",5329.5,959.31,1.2,0.99,"J","J","ENQUETE D ",21,5,3
"2014-05-06",534,"WD",12,"M6","PEAK","PEAK","M62010WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",21660,3898.8,8.27,5.04,"DAA","SPLIT","LE 1945:XA",20,5,3
"2014-05-06",207,"WD",12,"PuissanceTNT","ACCESS","ACCESS19","PuissanceTNT2000WD","PuissanceTNTACCESSWD","PuissanceTNTACCESS19WD","la chaussure pour toutes les morpho'",3762,677.16,0.7,0.89,"A","A","LES SIMPSO",19,5,3
"2014-05-06",649,"WD",20,"PuissanceTNT","ACCESS","ACCESS18","PuissanceTNT1850WD","PuissanceTNTACCESSWD","PuissanceTNTACCESS18WD","la terrasse",3888,699.84,0.8,1.03,"J","J","LES MARSEI",18,5,3
"2014-05-06",404,"WD",12,"M6","ACCESS","ACCESS18","M61900WD","M6ACCESSWD","M6ACCESS18WD","la lingerie pour toutes les morpho",6840,1231.2,3.48,2.02,"CBB","CBB","LA MEILLEU",18,5,3
"2014-05-06",122,"WD",12,"PuissanceTNT","ACCESS","ACCESS18","PuissanceTNT1820WD","PuissanceTNTACCESSWD","PuissanceTNTACCESS18WD","la chaussure pour toutes les morpho'",2023.5,364.23,0.4,0.42,"J","J","LES MARSEI",18,5,3
"2014-05-06",197,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3192,574.56,3.02,0.81,"ACC","ACC","HAWTHORNE:",16,5,3
"2014-05-06",408,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la lingerie pour toutes les morpho",1105.8,199.044,0.45,0.43,"A","A","LES SIMPSO",15,5,3
"2014-05-06",196,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","effet sculptant",1684.8,303.264,0.45,0.44,"A","A","LES SIMPSO",15,5,3
"2014-05-06",38,"WD",12,"Teva","DAY","DAY1415","Teva1421WD","TevaDAYWD","TevaDAY1415WD","la lingerie pour toutes les morpho",250.8,50.16,0.11,0.05,"AB","AB","MARIONS-LE",14,5,3
"2014-05-06",320,"WD",20,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","effet sculptant",7290,1312.2,5.31,1.79,"ABF","ABF","UNE FAMILL",14,5,3
"2014-05-06",183,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1350WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la terrasse",2794.5,503.01,0.3,0.33,"A","A","LES SIMPSO",14,5,3
"2014-05-06",141,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",2997,539.46,0.44,0.35,"A","A","LES SIMPSO",13,5,3
"2014-05-06",187,"WD",12,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",4845,872.1,2.59,1.01,"ACB","SPLIT","SCENES DE ",13,5,3
"2014-05-06",205,"WD",12,"M6","DAY","DAY1213","M61305WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",5472,984.96,2.69,1.43,"ACB","ACB","SCENES DE ",13,5,3
"2014-05-06",134,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la terrasse",2268,408.24,0.14,0.2,"AC","AC","GLEE:UNE F",13,5,3
"2014-05-06",47,"WD",12,"M6","DAY","DAY1213","M61240WD","M6DAYWD","M6DAY1213WD","la chaussure pour toutes les morpho'",3420,615.6,0.72,0.39,"ACC","SPLIT","LA PETITE ",12,5,3
"2014-05-06",124,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","la terrasse",2916,524.88,0.77,0.35,"ACC","ACC","LA PETITE ",11,5,3
"2014-05-06",4,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1230WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",1296,233.28,0.14,0.12,"J","SPLIT","TALENT TOU",12,5,3
"2014-05-06",-7,"WD",20,"Teva","DAY","DAY1011","Teva1131WD","TevaDAYWD","TevaDAY1011WD","effet sculptant",340.2,68.04,0.09,0.05,"AB","AB","PETIT MENS",11,5,3
"2014-05-06",44,"WD",12,"PuissanceTNT","DAY","DAY1011","PuissanceTNT1100WD","PuissanceTNTDAYWD","PuissanceTNTDAY1011WD","la chaussure pour toutes les morpho'",826.5,148.77,0.11,0.1,"J","J","PLUS VITE ",10,5,3
"2014-05-06",86,"WD",12,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",912,164.16,0.5,0.23,"CBB","CBB","LES REINES",10,5,3
"2014-05-06",42,"WD",20,"Teva","DAY","DAY1011","Teva1001WD","TevaDAYWD","TevaDAY1011WD","la terrasse",170.1,34.02,0.15,0.04,"AB","AB","DES FLEURS",10,5,3
"2014-05-06",13,"WD",12,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0839WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","la chaussure pour toutes les morpho'",427.5,76.95,0.13,0.09,"CAA","SPLIT","WAKE UP",8,5,3
"2014-05-06",10,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0809WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","la terrasse",607.5,109.35,0.18,0.1,"CAA","CAA","WAKE UP",7,5,3
"2014-05-06",24,"WD",12,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","la lingerie pour toutes les morpho",1482,266.76,0.52,0.29,"ACC","ACC","LA PETITE ",11,5,3
"2014-05-07",236,"WD",12,"PuissanceTNT","NIGHT","NIGHT2223","PuissanceTNT2360WD","PuissanceTNTNIGHTWD","PuissanceTNTNIGHT2223WD","la lingerie pour toutes les morpho",1995,359.1,0.92,0.66,"J","J","MICHAEL GR",23,5,4
"2014-05-07",566,"WD",12,"M6","PEAK","PEAK","M62160WD","M6PEAKWD","M6PEAKWD","la lingerie pour toutes les morpho",17100,3078,3.31,2.65,"CBB","CBB","PEKIN EXPR",21,5,4
"2014-05-07",31,"WD",12,"Teva","PEAK","PEAK","Teva2141WD","TevaPEAKWD","TevaPEAKWD","la lingerie pour toutes les morpho",592.8,118.56,0.11,0.09,"AB","AB","AMOUR EN 8",21,5,4
"2014-05-07",146,"WD",12,"PuissanceTNT","PEAK","PEAK","PuissanceTNT2050WD","PuissanceTNTPEAKWD","PuissanceTNTPEAKWD","la chaussure pour toutes les morpho'",3477,625.86,0.8,0.5,"J","J","METEO W9+C",20,5,4
"2014-05-07",5,"WD",20,"Teva","ACCESS","ACCESS19","Teva1851WD","TevaACCESSWD","TevaACCESS19WD","la terrasse",850.5,170.1,0.08,0.08,"AC","AC","THE GOOD W",19,5,4
"2014-05-07",363,"WD",12,"M6","ACCESS","ACCESS19","M61930WD","M6ACCESSWD","M6ACCESS19WD","la lingerie pour toutes les morpho",6555,1179.9,2.77,1.92,"DDB","DDB","100 POUR 1",19,5,4
"2014-05-07",547,"WD",20,"PuissanceTNT","ACCESS","ACCESS18","PuissanceTNT1850WD","PuissanceTNTACCESSWD","PuissanceTNTACCESS18WD","la terrasse",3888,699.84,0.7,1,"J","J","LES MARSEI",18,5,4
"2014-05-07",177,"WD",20,"PuissanceTNT","ACCESS","ACCESS18","PuissanceTNT1820WD","PuissanceTNTACCESSWD","PuissanceTNTACCESS18WD","effet sculptant",2875.5,517.59,0.38,0.49,"J","J","LES MARSEI",18,5,4
"2014-05-07",788,"WD",12,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",3876,697.68,3.73,1.49,"CBB","CBB","LES REINES",17,5,4
"2014-05-07",194,"WD",20,"M6","DAY","DAY1415","M61530WD","M6DAYWD","M6DAY1415WD","la terrasse",4698,845.64,2.79,0.86,"EBD","SPLIT","PLUS VITE ",15,5,4
"2014-05-07",40,"WD",20,"Teva","DAY","DAY1213","Teva1251WD","TevaDAYWD","TevaDAY1213WD","la terrasse",680.4,136.08,0.08,0.08,"AB","AB","C UR A SES",12,5,4
"2014-05-07",262,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la terrasse",1684.8,303.264,0,0.54,"A","A","LES SIMPSO",15,5,4
"2014-05-07",474,"WD",20,"M6","DAY","DAY1415","M61440WD","M6DAYWD","M6DAY1415WD","effet sculptant",6804,1224.72,4.04,1.66,"ABF","ABF","PAS MA FIL",14,5,4
"2014-05-07",176,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1420WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","effet sculptant",2754,495.72,0,0.49,"A","A","LES SIMPSO",14,5,4
"2014-05-07",228,"WD",12,"M6","DAY","DAY1415","M61410WD","M6DAYWD","M6DAY1415WD","la lingerie pour toutes les morpho",5130,923.4,3.69,1.51,"ABF","ABF","PAS MA FIL",14,5,4
"2014-05-07",110,"WD",12,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1320WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","la chaussure pour toutes les morpho'",2109,379.62,0.19,0.56,"A","A","LES SIMPSO",13,5,4
"2014-05-07",50,"WD",12,"PuissanceTNT","DAY","DAY1011","PuissanceTNT1220WD","PuissanceTNTDAYWD","PuissanceTNTDAY1011WD","la lingerie pour toutes les morpho",775.2,139.536,0.01,0.24,"J","J","E-CLASSEME",11,5,4
"2014-05-07",142,"WD",20,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","la terrasse",2916,524.88,0.62,0.37,"ACC","ACC","LA PETITE ",11,5,4
"2014-05-07",76,"WD",12,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",912,164.16,0,0.18,"CBB","CBB","LES REINES",10,5,4
"2014-05-07",25,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0809WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","effet sculptant",607.5,109.35,0.29,0.13,"CAA","CAA","WAKE UP",7,5,4
"2014-05-07",10,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0839WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","la terrasse",607.5,109.35,0.43,0.1,"CAA","SPLIT","WAKE UP",8,5,4
"2014-05-08",13,"WD",12,"Teva","PEAK","PEAK","Teva2141WD","TevaPEAKWD","TevaPEAKWD","",900.6,180.12,0.15,0.17,"AA","AA","BABE : LE ",21,5,5
"2014-05-08",433,"WD",12,"M6","ACCESS","ACCESS19","M61940WD","M6ACCESSWD","M6ACCESS19WD","la chaussure pour toutes les morpho'",7866,1415.88,2.73,1.91,"EBJ","SPLIT","DES INVENT",19,5,5
"2014-05-08",32,"WD",12,"Teva","ACCESS","ACCESS19","Teva1851WD","TevaACCESSWD","TevaACCESS19WD","la chaussure pour toutes les morpho'",678.3,135.66,0.07,0.09,"AC","AC","THE GOOD W",19,5,5
"2014-05-08",304,"WD",20,"PuissanceTNT","ACCESS","ACCESS18","PuissanceTNT1820WD","PuissanceTNTACCESSWD","PuissanceTNTACCESS18WD","la terrasse",2794.5,503.01,0.32,0.39,"J","J","LES MARSEI",18,5,5
"2014-05-08",40,"WD",20,"Teva","DAY","DAY1617","Teva1741WD","TevaDAYWD","TevaDAY1617WD","la terrasse",315.9,63.18,0.03,0.04,"EA","SPLIT","RECHERCHE ",17,5,5
"2014-05-08",1235,"WD",20,"M6","DAY","DAY1617","M61710WD","M6DAYWD","M6DAY1617WD","effet sculptant",5508,991.44,3.43,1.65,"CBB","CBB","LES REINES",17,5,5
"2014-05-08",1213,"WD",20,"M6","DAY","DAY1617","M61640WD","M6DAYWD","M6DAY1617WD","la terrasse",4131,743.58,1.97,1.5,"CBB","CBB","LES REINES",16,5,5
"2014-05-08",261,"WD",12,"M6","DAY","DAY1617","M61610WD","M6DAYWD","M6DAY1617WD","la lingerie pour toutes les morpho",2907,523.26,1.07,1.01,"AAA","SPLIT","QUATRE MAR",16,5,5
"2014-05-08",122,"WD",20,"Teva","DAY","DAY1415","Teva1511WD","TevaDAYWD","TevaDAY1415WD","la terrasse",380.7,76.14,0.09,0.05,"EA","EA","RECHERCHE ",15,5,5
"2014-05-08",255,"WD",20,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1530WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","effet sculptant",1571.4,282.852,0,0.44,"A","A","LES SIMPSO",15,5,5
"2014-05-08",236,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1500WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la lingerie pour toutes les morpho",1185.6,213.408,0.11,0.51,"A","A","LES SIMPSO",15,5,5
"2014-05-08",56,"WD",20,"Teva","DAY","DAY1415","Teva1341WD","TevaDAYWD","TevaDAY1415WD","effet sculptant",672.3,134.46,0.15,0.08,"EA","EA","MAISON A V",14,5,5
"2014-05-08",232,"WD",12,"PuissanceTNT","DAY","DAY1415","PuissanceTNT1420WD","PuissanceTNTDAYWD","PuissanceTNTDAY1415WD","la chaussure pour toutes les morpho'",1938,348.84,0,0.45,"A","A","LES SIMPSO",14,5,5
"2014-05-08",-95,"WD",20,"Teva","DAY","DAY1415","Teva1421WD","TevaDAYWD","TevaDAY1415WD","",413.1,82.62,0.11,0.05,"EA","EA","MAISON A V",14,5,5
"2014-05-08",401,"WD",20,"M6","DAY","DAY1213","M61340WD","M6DAYWD","M6DAY1213WD","effet sculptant",6885,1239.3,2.77,1.76,"ACB","SPLIT","SCENES DE ",13,5,5
"2014-05-08",271,"WD",20,"PuissanceTNT","DAY","DAY1213","PuissanceTNT1250WD","PuissanceTNTDAYWD","PuissanceTNTDAY1213WD","effet sculptant",2268,408.24,0.44,0.6,"A","A","LES SIMPSO",13,5,5
"2014-05-08",75,"WD",12,"M6","DAY","DAY1213","M61240WD","M6DAYWD","M6DAY1213WD","la lingerie pour toutes les morpho",3420,615.6,1.05,0.53,"ACC","SPLIT","LA PETITE ",12,5,5
"2014-05-08",75,"WD",12,"PuissanceTNT","DAY","DAY1011","PuissanceTNT1220WD","PuissanceTNTDAYWD","PuissanceTNTDAY1011WD","la chaussure pour toutes les morpho'",775.2,139.536,0.89,0.49,"J","J","GENERATION",11,5,5
"2014-05-08",165,"WD",12,"M6","DAY","DAY1011","M61205WD","M6DAYWD","M6DAY1011WD","la lingerie pour toutes les morpho",2052,369.36,0.63,0.38,"ACC","ACC","LA PETITE ",11,5,5
"2014-05-08",98,"WD",12,"M6","DAY","DAY1011","M61120WD","M6DAYWD","M6DAY1011WD","la lingerie pour toutes les morpho",1482,266.76,0.65,0.32,"ACC","ACC","LA PETITE ",11,5,5
"2014-05-08",15,"WD",20,"Teva","DAY","DAY1011","Teva1131WD","TevaDAYWD","TevaDAY1011WD","effet sculptant",315.9,63.18,0.08,0.05,"AB","AB","MON MARI, ",11,5,5
"2014-05-08",128,"WD",12,"M6","DAY","DAY1011","M61015WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",912,164.16,0.17,0.29,"CBB","CBB","LES REINES",10,5,5
"2014-05-08",11,"WD",12,"M6","DAY","DAY1011","M60950WD","M6DAYWD","M6DAY1011WD","la chaussure pour toutes les morpho'",228,41.04,0.01,0.2,"DG","SPLIT","METEO 6",10,5,5
"2014-05-08",16,"WD",12,"Teva","DAY","DAY0309","Teva0931WD","TevaDAYWD","TevaDAY0309WD","la lingerie pour toutes les morpho",131.1,26.22,0.1,0.03,"AB","AB","MARIAGE A ",9,5,5
"2014-05-08",82,"WD",12,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0930WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","la lingerie pour toutes les morpho",883.5,159.03,0.85,0.42,"J","J","GENERATION",9,5,5
"2014-05-08",27,"WD",20,"PuissanceTNT","DAY","DAY0309","PuissanceTNT0809WD","PuissanceTNTDAYWD","PuissanceTNTDAY0309WD","effet sculptant",607.5,109.35,0,0.03,"EBN","SPLIT","QUOI DE NE",7,5,5
"2014-05-09",-9,"WD",12,"Teva","PEAK","PEAK","Teva2051WD","TevaPEAKWD","TevaPEAKWD","la lingerie pour toutes les morpho",438.9,87.78,0.11,0.09,"AA","SPLIT","CONSTANCE ",20,5,6
"2014-05-09",373,"WD",12,"M6","PEAK","PEAK","M62005WD","M6PEAKWD","M6PEAKWD","la chaussure pour toutes les morpho'",20520,3693.6,7.1,4.26,"DAA","SPLIT","LE 1945:KA",20,5,6
"2014-05-09",42,"WD",12,"Teva","ACCESS","ACCESS19","Teva1851WD","TevaACCESSWD","TevaACCESS19WD","la chaussure pour toutes les morpho'",604.2,120.84,0.08,0.08,"AC","AC","THE GOOD W",19,5,6
